"vents, qui troublez les plus beaux jours, rentrez dans vos grottes profondes ;","quels beaux yeux ont percé nos demeures humides ? venez, venez tritons, cachez-vous néréides."
"si vous vous conseilliez à moi, je serais fort embarrassé.","vous ne pourriez pas dire qui des deux vous semble plus digne de cette préférence ?"
"si l'on s'en rapporte à mes yeux il n'y aura personne qui soit digne de c et honneur. tous les princes du monde seront trop peu de chose pour aspirer à vous ","cela est obligeant  et vous êtes de mes amis.  mais je veux que vous me disiez pour qui des deux vous vous sentez plus d'inclination"
"les dieux seuls y pourront prétendre  et vous ne souffrirez des hommes que l'encens","cela est obligeant  et vous êtes de mes amis.  mais je veux que vous me disiez pour qui des deux vous vous sentez plus d'inclination"
"madame, voilà la princesse qui vient vous prendre ici, pour aller au bois de diane.","hélas ! petit garçon, que tu es venu à propos."
"on vous a demandée, ma fille, et il y a des gens que votre absence chagrine fort.","je pense, madame, qu'on m'a demandée par compliment, et on ne s'inquiète pas tant qu'on vous dit."
"on enchaîne pour nous ici tant de divertissements les uns aux autres que toutes nos heures sont retenues  et nous n'avons aucun moment à perdre","venez, grande princesse, avec tous vos appas, venez prêter vos yeux aux innocents ébats"
"si nous voulons les goûter tous. entrons vite dans le bois  et voyons ce qui nous y attend  le théâtre est une forêt où la princesse est invitée d'aller une nymphe lui en fait les honneurs en chantant","que notre désert vous présente ; n'y cherchez point l'éclat des fêtes de la cour,"
" et pour la divertir on lui joue une petite comédie en musique dont voici le sujet : un berger se plaint à deux bergers ses amis","on ne sent ici que l'amour, ce n'est que d'amour qu'on y chante."
"des froideurs de celle qu'il aime les deux amis le consolent   et comme la bergère aimée arrive tous trois se retirent pour l'observer :","venez, grande princesse, avec tous vos appas, venez prêter vos yeux aux innocents ébats"
"après quelque plainte amoureuse elle se repose sur un gazon  et s'abandonne aux douceurs du sommeil  l'amant fait approcher ses amis pour contempler les grâces de sa bergère","que notre désert vous présente ; n'y cherchez point l'éclat des fêtes de la cour,"
" et invite toutes choses à contribuer à son repos. la bergère en s'éveillant voit son berger à ses pieds se plaint de sa poursuite :  mais considérant sa constance elle lui accorde sa demande","on ne sent ici que l'amour, ce n'est que d'amour qu'on y chante."
" et consent d'en être aimée en présence des deux bergers amis : deux satyres arrivant se plaignent de son changement  et étant touchés de cette disgrâce","venez, grande princesse, avec tous vos appas, venez prêter vos yeux aux innocents ébats"
"– la nymphe de la vallée de tempé. – tircis.","que notre désert vous présente ; n'y cherchez point l'éclat des fêtes de la cour,"
"– lycaste. – ménandre.","on ne sent ici que l'amour, ce n'est que d'amour qu'on y chante."
"– caliste. – deux satyres.","venez, grande princesse, avec tous vos appas, venez prêter vos yeux aux innocents ébats"
"– climène. – philinte.","que notre désert vous présente ; n'y cherchez point l'éclat des fêtes de la cour,"
"–","on ne sent ici que l'amour, ce n'est que d'amour qu'on y chante."
"vous chantez sous ces feuillages, doux rossignols pleins d'amour,","hé quoi toujours languissant, sombre et triste ?"
"et de vos tendres ramages vous réveillez tour à tour","hé quoi toujours languissant, sombre et triste ?"
"les échos de ces bocages : hélas ! petits oiseaux, hélas !","hé quoi toujours languissant, sombre et triste ?"
"si vous aviez mes maux vous ne chanteriez pas.","hé quoi toujours languissant, sombre et triste ?"
"hé quoi toujours aux pleurs abandonné ?","toujours adorant caliste, et toujours infortuné."
"dompte, dompte, berger, l'ennui qui te possède.","eh le moyen, hélas !"
"fais, fais-toi quelque effort.","eh le moyen, hélas ! quand le mal est trop fort ?"
"ce mal trouvera son remède.","je ne guérirai qu'à ma mort."
"ah tircis !","ah bergers !"
"prends sur toi plus d'empire.","rien ne me peut plus secourir."
"c'est trop, c'est trop céder.","c'est trop, c'est trop souffrir."
"quelle faiblesse !","quel martyre !"
"il faut prendre courage.","il faut plutôt mourir."
"il n'est point de bergère si froide, et si sévère,","il est, dans les affaires des amoureux mystères,"
"dont la pressante ardeur d'un cœur qui persévère","certains petits moments qui changent les plus fières,"
"ne vainque la froideur.","et font d'heureux amants."
"je la vois, la cruelle, qui porte ici ses pas,","ah que sur notre cœur la sévère loi de l'honneur"
"gardons d'être vu d'elle, l'ingrate, hélas !","prend un cruel empire ! je ne fais voir que rigueurs pour tircis,"
"n'y viendrait pas.","et cependant, sensible à ses cuisants soucis, de sa langueur en secret je soupire,"
"je la vois, la cruelle, qui porte ici ses pas,","et voudrais bien soulager son martyre, c'est à vous seuls que je le dis,"
"gardons d'être vu d'elle, l'ingrate, hélas !","arbres, n'allez pas le redire. puisque le ciel a voulu nous former"
"n'y viendrait pas.","avec un cœur qu'amour peut enflammer, quelle rigueur impitoyable"
"je la vois, la cruelle, qui porte ici ses pas,","contre des traits si doux nous force à nous armer, et pourquoi sans être blâmable"
"gardons d'être vu d'elle, l'ingrate, hélas !","ne peut-on pas aimer ce que l'on trouve aimable ?"
"n'y viendrait pas.","hélas ! que vous êtes heureux innocents animaux, de vivre sans contrainte,"
"je la vois, la cruelle, qui porte ici ses pas,","et de pouvoir suivre sans crainte les doux emportements de vos cœurs amoureux :"
"gardons d'être vu d'elle, l'ingrate, hélas !","hélas ! petits oiseaux que vous êtes heureux de ne sentir nulle contrainte,"
"n'y viendrait pas.","et de pouvoir suivre sans crainte les doux emportements de vos cœurs amoureux."
"je la vois, la cruelle, qui porte ici ses pas,","mais le sommeil sur ma paupière verse de ses pavots l'agréable fraîcheur,"
"gardons d'être vu d'elle, l'ingrate, hélas !","donnons-nous à lui toute entière, nous n'avons point de loi sévère"
"n'y viendrait pas.","qui défende à nos sens d'en goûter la douceur."
"vers ma belle ennemie portons sans bruit nos pas,","dormez, dormez beaux yeux, adorables vainqueurs, et goûtez le repos que vous ôtez aux cœurs,"
"et ne réveillons pas sa rigueur endormie.","dormez, dormez beaux yeux."
"silence, petits oiseaux, vents n'agitez nulle chose,","dormez, dormez beaux yeux, adorables vainqueurs, et goûtez le repos que vous ôtez aux cœurs,"
"coulez doucement ruisseaux, c'est caliste qui repose.","dormez, dormez beaux yeux."
"ah quelle peine extrême ! suivre partout mes pas !","que voulez-vous qu'on suive, hélas ! que ce qu'on aime ?"
"berger que voulez-vous ?","mourir, belle bergère, mourir à vos genoux,"
"berger que voulez-vous ?","et finir ma misère, puisqu'en vain à vos pieds on me voit soupirer,"
"berger que voulez-vous ?","il y faut expirer."
"ah tircis, ôtez-vous, j'ai peur que dans ce jour la pitié dans mon cœur n'introduise l'amour.","soit amour, soit pitié, il sied bien d'être tendre ;"
"ah tircis, ôtez-vous, j'ai peur que dans ce jour la pitié dans mon cœur n'introduise l'amour.","c'est par trop vous défendre bergère, il faut se rendre"
"ah tircis, ôtez-vous, j'ai peur que dans ce jour la pitié dans mon cœur n'introduise l'amour.","à sa longue amitié, soit amour, soit pitié,"
"ah tircis, ôtez-vous, j'ai peur que dans ce jour la pitié dans mon cœur n'introduise l'amour.","il sied bien d'être tendre."
"c'est trop, c'est trop de rigueur, j'ai maltraité votre ardeur","ô ciel ! bergers ! caliste ! ah je suis hors de moi !"
"chérissant votre personne, vengez-vous de mon cœur","si l'on meurt de plaisir je dois perdre la vie."
"tircis, je vous le donne.","ô ciel ! bergers ! caliste ! ah je suis hors de moi !"
"digne prix de ta foi.","ô sort digne d'envie !"
"quoi tu me fuis, ingrate, et je te vois ici de ce berger à moi faire une préférence ?","quoi mes soins n'ont rien pu sur ton indifférence, et pour ce langoureux ton cœur s'est adouci ?"
"le destin le veut ainsi, prenez tous deux patience.","aux amants qu'on pousse à bout l'amour fait verser des larmes :"
"le destin le veut ainsi, prenez tous deux patience.","mais ce n'est pas notre goût, et la bouteille a des charmes"
"le destin le veut ainsi, prenez tous deux patience.","qui nous consolent de tout."
"notre amour n'a pas toujours tout le bonheur qu'il désire :","champêtres divinités, faunes, dryades, sortez"
"mais nous avons un secours, et le bon vin nous fait rire","de vos paisibles retraites ; mêlez vos pas à nos sons,"
"quand on rit de nos amours.","et tracez sur les herbettes en même temps six dryades et six faunes sortent de leurs demeures"
"notre amour n'a pas toujours tout le bonheur qu'il désire :"," et font ensemble une danse agréable qui s'ouvrant tout d'un coup laisse voir un berger et une bergère qui font en musique une petite scène d'un dépit amoureux."
"mais nous avons un secours, et le bon vin nous fait rire","climène, philinte."
"quand je plaisais à tes yeux j'étais content de ma vie,","lorsqu'à toute autre personne me préférait ton ardeur,"
"et ne voyais roi ni dieux dont le sort me fît envie.","j'aurais quitté la couronne pour régner dessus ton cœur."
"une autre a guéri mon âme des feux que j'avais pour toi.","un autre a vengé ma flamme des faiblesses de ta foi."
"cloris qu'on vante si fort, m'aime d'une ardeur fidèle,","myrtil si digne d'envie, me chérit plus que le jour,"
"si ses yeux voulaient ma mort je mourrais content pour elle.","et moi je perdrais la vie pour lui montrer mon amour."
"mais si d'une douce ardeur quelque renaissante trace","bien qu'avec pleine tendresse myrtil me puisse chérir,"
"chassait cloris de mon cœur pour te remettre en sa place...","avec toi, je le confesse, je voudrais vivre et mourir."
"ah plus que jamais aimons-nous, et vivons et mourons en des liens si doux.","de la comédie chantent. amants, que vos querelles"
"ah plus que jamais aimons-nous, et vivons et mourons en des liens si doux.","sont aimables et belles, qu'on y voit succéder"
"ah plus que jamais aimons-nous, et vivons et mourons en des liens si doux.","de plaisirs, de tendresse, querellez-vous sans cesse"
"ah plus que jamais aimons-nous, et vivons et mourons en des liens si doux.","pour vous raccommoder ! amants, que vos querelles"
"ah plus que jamais aimons-nous, et vivons et mourons en des liens si doux.","les faunes et les dryades recommencent leur danse que les bergères  et bergers musiciens entremêlent de leurs chansons tandis que trois petites dryades"
"ah plus que jamais aimons-nous, et vivons et mourons en des liens si doux."," et trois petits faunes font paraître dans l'enfoncement du théâtre tout ce qui se passe sur le devant."
"jouissons, jouissons des plaisirs innocents dont les feux de l'amour savent charmer nos sens,","les mêmes paroles toujours se présentent à dire. il faut toujours s'écrier *voilà qui est admirable il ne se peut rien de plus beau cela passe tout ce qu'on a ja"
"des grandeurs, qui voudra se soucie, tous ces honneurs dont on a tant d'envie,","les mêmes paroles toujours se présentent à dire. il faut toujours s'écrier *voilà qui est admirable il ne se peut rien de plus beau cela passe tout ce qu'on a ja"
"ont des chagrins qui sont vieillissants : jouissons, jouissons des plaisirs innocents","les mêmes paroles toujours se présentent à dire. il faut toujours s'écrier *voilà qui est admirable il ne se peut rien de plus beau cela passe tout ce qu'on a ja"
"dont les feux de l'amour savent charmer nos sens. en aimant tout nous plaît dans la vie,","les mêmes paroles toujours se présentent à dire. il faut toujours s'écrier *voilà qui est admirable il ne se peut rien de plus beau cela passe tout ce qu'on a ja"
"deux cœurs unis de leur sort sont contents, cette ardeur de plaisirs suivie,","les mêmes paroles toujours se présentent à dire. il faut toujours s'écrier *voilà qui est admirable il ne se peut rien de plus beau cela passe tout ce qu'on a ja"
"de tous nos jours fait d'éternels printemps : jouissons, jouissons des plaisirs innocents","les mêmes paroles toujours se présentent à dire. il faut toujours s'écrier *voilà qui est admirable il ne se peut rien de plus beau cela passe tout ce qu'on a ja"
"dont les feux de l'amour savent charmer nos sens.","les mêmes paroles toujours se présentent à dire. il faut toujours s'écrier *voilà qui est admirable il ne se peut rien de plus beau cela passe tout ce qu'on a ja"
"c'est donner de trop grandes paroles, madame, à de petites bagatelles.","des bagatelles comme celles-là peuvent occuper agréablement les plus sérieuses personnes. en vérité ma fille vous êtes bien obligée à ces princes  et vous ne sauriez assez reconnaître tous les soins qu'ils prennent pour vous."
"j'en ai, madame, tout le ressentiment qu'il est possible.","cependant vous les faites longtemps languir sur ce qu'ils attendent de vous  j'ai promis de ne vous point contraindre  mais leur amour vous presse de vous déclarer"
"j'en ai, madame, tout le ressentiment qu'il est possible."," et de ne plus traîner en longueur la récompense de leurs services. j'ai chargé sostrate d'apprendre doucement de vous les sentiments de votre cœur"
"j'en ai, madame, tout le ressentiment qu'il est possible."," et je ne sais pas s'il a commencé à s'acquitter de cette commission."
"oui madame  mais il me semble que je ne puis assez reculer ce choix dont on me presse  et que je ne saurais le faire sans mériter quelque blâme. je me sens également obligée à l'amour","cela s'appelle, madame, un fort honnête compliment pour nous refuser tous deux."
"aux empressements aux services de ces deux princes  et je trouve une espèce d'injustice bien grande à me montrer ingrate ou vers l'un ou vers l'autre par le refus qu'il m'en faudra faire dans la préférence de son rival.","cela s'appelle, madame, un fort honnête compliment pour nous refuser tous deux."
"ce scrupule ma fille ne doit point vous inquiéter  et ces princes tous deux se sont soumis il y a longtemps à la préférence que pourra faire votre inclination.","l'inclination madame est fort sujette à se tromper  et des yeux désintéressés sont beaucoup plus capables de faire un juste choix."
"vous savez que je suis engagée de parole à ne rien prononcer là-dessus  et parmi ces deux princes votre inclination ne peut point se tromper ","pour ne point violenter votre parole, ni mon scrupule, agréez, madame, un moyen que j'ose proposer ?"
"quoi, ma fille ?","que sostrate décide de cette préférence. vous l'avez pris pour découvrir le secr et de mon cœur souffrez que je le prenne pour me tirer de l'embarras où je me trouve."
"j'estime tant sostrate que soit que vous vouliez vous servir de lui pour expliquer vos sentiments ou soit que vous vous en remettiez absolument à sa conduite je fais","c'est-à-dire, madame, qu'il nous faut faire notre cour à sostrate ?"
"dis-je tant d'estime de sa vertu  et de son jugement que je consens de tout mon cœur à la proposition que vous me faites.","c'est-à-dire, madame, qu'il nous faut faire notre cour à sostrate ?"
"non seigneur vous n'aurez point de cour à me faire  et avec tout le respect que je dois aux princesses","d'où vient cela, sostrate ?"
"j'ai des raisons, madame, qui ne permettent pas que je reçoive l'honneur que vous me présentez.","craignez-vous, sostrate, de vous faire un ennemi ?"
"je craindrais peu, seigneur, les ennemis que je pourrais me faire en obéissant à mes souveraines.","par quelle raison donc refusez-vous d'accepter le pouvoir qu'on vous donne  et de vous acquérir l'amitié d'un prince qui vous devrait tout son bonheur ?"
"par la raison que je ne suis pas en état d'accorder à ce prince ce qu'il souhaiterait de moi.","quelle pourrait être cette raison ?"
"pourquoi me tant presser là-dessus. peut-être ai-je seigneur quelque intérêt secr et qui s'oppose aux prétentions de votre amour. peut-être ai-je un ami qui brûle sans oser le dire","vous auriez bien la mine, sostrate, d'être vous-même cet ami dont vous prenez les intérêts."
"d'une flamme respectueuse pour les charmes divins dont vous êtes épris. peut-être c et ami me fait-il tous les jours confidence de son martyre ","vous auriez bien la mine, sostrate, d'être vous-même cet ami dont vous prenez les intérêts."
"qu'il se plaint à moi tous les jours des rigueurs de sa destinée  et regarde l'hymen de la princesse ainsi que l'arrêt redoutable qui le doit pousser au tombeau ","vous auriez bien la mine, sostrate, d'être vous-même cet ami dont vous prenez les intérêts."
" et si cela était seigneur serait-il raisonnable que ce fût de ma main qu'il reçût le coup de sa mort ?","vous auriez bien la mine, sostrate, d'être vous-même cet ami dont vous prenez les intérêts."
"ne cherchez point de grâce à me rendre odieux aux personnes qui vous écoutent  je sais me connaître seigneur  et les malheureux comme moi n'ignorent pas jusques où leur fortune leur perm","laissons cela, nous trouverons moyen de terminer l'irrésolution de ma fille."
"en est-il un meilleur madame pour terminer les choses au contentement de tout le monde que les lumières que le ciel peut donner sur ce mariage ? j'ai commencé comme je vous ai dit","pour moi, je m'y soumets entièrement, et je déclare que cette voie me semble la plus raisonnable."
"à jeter pour cela les figures mystérieuses que notre art nous enseigne  et j'espère vous faire voir tantôt ce que l'avenir garde à cette union souhaitée.","pour moi, je m'y soumets entièrement, et je déclare que cette voie me semble la plus raisonnable."
"après cela pourra-t-on balancer encore ? la gloire  et les prospérités que le ciel promettra ou à l'un ou à l'autre choix ne seront-elles pas suffisantes pour le déterminer","pour moi, je m'y soumets entièrement, et je déclare que cette voie me semble la plus raisonnable."
" et celui qui sera exclus pourra-t-il s'offenser quand ce sera le ciel qui décidera cette préférence ?","pour moi, je m'y soumets entièrement, et je déclare que cette voie me semble la plus raisonnable."
"je suis de même avis, et le ciel ne saurait rien faire où je ne souscrive sans répugnance.","mais seigneur anaxarque voyez-vous si clair dans les destinées que vous ne vous trompiez jamais  et ces prospérités  et cette gloire que vous dites que le ciel nous promet"
"ma fille, vous avez une petite incrédulité qui ne vous quitte point.","les épreuves madame que tout le monde a vues de l'infaillibilité de mes prédictions sont les cautions suffisantes des promesses que je puis faire.  mais enfin quand je vous aurai fait voir ce que le ciel vous marque"
"ma fille, vous avez une petite incrédulité qui ne vous quitte point.","vous vous réglerez là-dessus à votre fantaisie  et ce sera à vous à prendre la fortune de l'un"
"le ciel, anaxarque, me marquera les deux fortunes qui m'attendent ?","oui madame les félicités qui vous suivront si vous épousez l'un  et les disgrâces qui vous accompagneront si vous épousez l'autre."
" mais comme il est impossible que je les épouse tous deux il faut donc qu'on trouve écrit dans le ciel non seulement ce qui doit arriver  mais aussi ce qui ne doit pas arriver.","voilà mon astrologue embarrassé."
"il faudrait vous faire, madame, une longue discussion des principes de l'astrologie pour vous faire comprendre cela.","bien répondu. madame je ne dis point de mal de l'astrologie l'astrologie est une belle chose"
"la vérité de l'astrologie est une chose incontestable  et il n'y a personne qui puisse disputer contre la certitude de ses prédictions.","assurément."
"je suis assez incrédule pour quantité de choses mais pour ce qui est de l'astrologie il n'y a rien de plus sûr et de plus constant que le succès des horoscopes qu'elle tire.","ce sont des choses les plus claires du monde."
"cent aventures prédites arrivent tous les jours, qui convainquent les plus opiniâtres.","il est vrai."
"peut-on contester sur cette matière les incidents célèbres, dont les histoires nous font foi ?","il faut n'avoir pas le sens commun. le moyen de contester ce qui est moulé."
"sostrate n'en dit mot, quel est son sentiment là-dessus ?","madame tous les esprits ne sont pas nés avec les qualités qu'il faut pour la délicatesse de ces belles sciences qu'on nomme curieuses  et il y en a de si matériels qu'ils ne peuvent aucunement comprendre ce que d'autres conçoivent le plus facilement du monde."
"sostrate n'en dit mot, quel est son sentiment là-dessus ?","il n'est rien de plus agréable madame que toutes les grandes promesses de ces connaissances sublimes. transformer tout en or faire vivre éternellement guérir par des paroles"
"sostrate n'en dit mot, quel est son sentiment là-dessus ?","se faire aimer de qui l'on veut savoir tous les secrets de l'avenir faire descendre comme on veut du ciel sur des métaux des impressions de bonheur"
"sostrate n'en dit mot, quel est son sentiment là-dessus ?","commander aux démons se faire des armées invisibles  et des soldats invulnérables. tout cela est charmant sans doute  et il y a des gens qui n'ont aucune peine à en comprendre la possibilité"
"sostrate n'en dit mot, quel est son sentiment là-dessus ?","cela leur est le plus aisé du monde à concevoir  mais pour moi je vous avoue que mon esprit grossier a quelque peine à le comprendre"
"sostrate n'en dit mot, quel est son sentiment là-dessus ?"," et à le croire  et j'ai toujours trouvé cela trop beau pour être véritable. toutes ces belles raisons de sympathie de force magnétique  et de vertu occulte"
"sostrate n'en dit mot, quel est son sentiment là-dessus ?","sont si subtiles et délicates qu'elles échappent à mon sens matériel  et sans parler du reste ja mais il n'a été en ma puissance de concevoir comme on trouve écrit dans le ciel jusqu'aux plus petites particularités de la fortune du moindre homme."
"sostrate n'en dit mot, quel est son sentiment là-dessus ?","quel rapport quel commerce quelle correspondance peut-il y avoir entre nous  et des globes éloignés de notre terre d'une distance si effroyable"
"sostrate n'en dit mot, quel est son sentiment là-dessus ?"," et d'où cette belle science enfin peut être venue aux hommes ? quel dieu l'a révélée ou quelle expérience l'a pu former de l'observation de ce grand nombre d'astres qu'on n'a pu voir encore deux fois dans la même disposition ?"
"il ne sera pas difficile de vous le faire concevoir.","vous serez plus habile que tous les autres."
"il vous fera une discussion de tout cela quand vous voudrez.","si vous ne comprenez pas les choses, au moins les pouvez-vous croire, sur ce que l'on voit tous les jours."
"comme mon sens est si grossier qu'il n'a pu rien comprendre mes yeux aussi sont si malheureux qu'ils n'ont ja","pour moi j'ai vu, et des choses tout à fait convaincantes."
"et moi aussi.","comme vous avez vu, vous faites bien de croire, et il faut que vos yeux soient faits autrement que les miens."
" mais enfin la princesse croit à l'astrologie  et il me semble qu'on y peut bien croire après elle.","seigneur la question est un peu violente l'esprit de la princesse n'est pas une règle pour le mien  et son intelligence peut l'élever à des lumières où mon sens ne peut pas atteindre."
"non sostrate je ne vous dirai rien sur quantité de choses auxquelles je ne donne guère plus de créance que vous.  mais pour l'astrologie on m'a dit  et fait voir des choses si positives que je ne la puis mettre en doute.","madame, je n'ai rien à répondre à cela."
"le théâtre représente une grotte où les princesses vont se promener  et dans le temps qu'elles y entrent huit statues portant chacune deux flambeaux à leurs mains","de qui que cela soit on ne peut rien de plus galant  et de mieux entendu. ma fille j'ai voulu me séparer de tout le monde pour vous entretenir"
"sortent de leurs niches  et font une danse variée de plusieurs figures  et de plusieurs belles attitudes où elles demeurent par intervalles."," et je veux que vous ne me cachiez rien de la vérité. n'auriez-vous point dans l'âme quelque inclination secrète que vous ne voulez pas nous dire ?"
"de huit statues.","de qui que cela soit on ne peut rien de plus galant  et de mieux entendu. ma fille j'ai voulu me séparer de tout le monde pour vous entretenir"
"moi, madame ?","parlez à cœur ouvert ma fille ce que j'ai fait pour vous mérite bien que vous usiez avec moi de franchise. tourner vers vous toutes mes pensées vous préférer à toutes choses"
"moi, madame ?"," et fermer l'oreille en l'état où je suis à toutes les propositions que cent princesses en ma place écouteraient avec bienséance tout cela vous doit assez persuader que je suis une bonne mère"
"moi, madame ?"," et que je ne suis pas pour recevoir avec sévérité les ouvertures que vous pourriez me faire de votre cœur."
"si j'avais si mal suivi votre exemple que de m'être laissée aller à quelques sentiments d'inclination que j'eusse raison de cacher j'aurais madame assez de pouvoir sur moi-même pour imposer silence à cette passion","non non ma fille vous pouvez sans scrupule m'ouvrir vos sentiments. je n'ai point renfermé votre inclination dans le choix de deux princes"
" et me mettre en état de ne rien faire voir qui fût indigne de votre sang.","vous pouvez l'étendre où vous voudrez  et le mérite auprès de moi tient un rang si considérable que je l'égale à tout  et si vous m'avouez franchement les choses vous me verrez souscrire sans répugnance au choix qu'aura fait votre cœur."
"vous avez des bontés pour moi madame dont je ne puis assez me louer  mais je ne les mettrai point à l'épreuve sur le suj et dont vous me parlez","jusqu'ici je vous ai laissée assez maîtresse de tout  et l'impatience des princes vos amants…  mais quel bruit est-ce que j'entends ? ah ! ma fille quel spectacle s'offre à nos yeux"
" et tout ce que je leur demande c'est de ne point presser un mariage où je ne me sens pas encore bien résolue.","quelque divinité descend ici  et c'est la déesse vénus qui semble nous vouloir parler."
"princesse dans tes soins brille un zèle exemplaire, qui par les immortels doit être couronné,","ma fille les dieux imposent silence à tous nos raisonnements. après cela nous n'avons plus rien à faire qu'à recevoir ce qu'ils s'apprêtent à nous donner"
"et pour te voir un gendre, illustre et fortuné, leur main te veut marquer le choix que tu dois faire ;"," et vous venez d'entendre distinctement leur volonté. allons dans le premier temple les assurer de notre obéissance"
"ils t'annoncent tous par ma voix, la gloire et les grandeurs, que par ce digne choix,","ma fille les dieux imposent silence à tous nos raisonnements. après cela nous n'avons plus rien à faire qu'à recevoir ce qu'ils s'apprêtent à nous donner"
"ils feront pour jamais entrer dans ta famille, de tes difficultés termine donc le cours ;"," et vous venez d'entendre distinctement leur volonté. allons dans le premier temple les assurer de notre obéissance"
"et pense à donner ta fille à qui sauvera tes jours.","ma fille les dieux imposent silence à tous nos raisonnements. après cela nous n'avons plus rien à faire qu'à recevoir ce qu'ils s'apprêtent à nous donner"
"voilà la princesse qui s'en va, ne voulez-vous pas lui parler ?","attendons que sa fille soit séparée d'elle c'est un esprit que je redoute  et qui n'est pas de trempe à se laisser mener ainsi que celui de sa mère."
"voilà la princesse qui s'en va, ne voulez-vous pas lui parler ?","enfin mon fils comme nous venons de voir par cette ouverture le stratagème a réussi notre vénus a fait des merveilles  et l'admirable ingénieur qui s'est employé à c"
"voilà la princesse qui s'en va, ne voulez-vous pas lui parler ?","et artifice a si bien disposé tout a coupé avec tant d'adresse le plancher de cette grotte si bien caché ses fils de fer et tous ses ressorts si bien ajusté ses lumières"
"voilà la princesse qui s'en va, ne voulez-vous pas lui parler ?"," et habillé ses personnages qu'il y a peu de gens qui n'y eussent été trompés.  et comme la princesse aristione est fort superstitieuse il ne faut point douter qu'elle ne donne à pleine tête dans cette tromperie."
"voilà la princesse qui s'en va, ne voulez-vous pas lui parler ?","il y a longtemps mon fils que je prépare cette machine  et me voilà tantôt au but de mes prétentions."
"mais pour lequel des deux princes au moins dressez-vous tout cet artifice ?","tous deux ont recherché mon assistance  et je leur promets à tous deux la faveur de mon art   mais les présents du prince iphicrate  et les promesses qu'il m'a faites"
"mais pour lequel des deux princes au moins dressez-vous tout cet artifice ?","l'emportent de beaucoup sur tout ce qu'a pu faire l'autre. ainsi ce sera lui qui recevra les effets favorables de tous les ressorts que je fais jouer   et comme son ambition me devra toute chose voilà mon fils notre fortune faite."
"mais pour lequel des deux princes au moins dressez-vous tout cet artifice ?","je vais prendre mon temps pour affermir dans son erreur l'esprit de la princesse pour la mieux prévenir encore par le rapport que je lui ferai voir adroitement des paroles de vénus"
"mais pour lequel des deux princes au moins dressez-vous tout cet artifice ?","avec les prédictions des figures célestes que je lui dis que j'ai jetées. va-t'en tenir la main au reste de l'ouvrage préparer nos six hommes à se bien cacher dans leur barque derrière le rocher "
"mais pour lequel des deux princes au moins dressez-vous tout cet artifice ?","à posément attendre le temps que la princesse aristione vient tous les soirs se promener seule sur le rivage à se jeter bien à propos sur elle ainsi que des corsaires  et donner lieu au prince iphicrate de lui apporter ce secours"
"mais pour lequel des deux princes au moins dressez-vous tout cet artifice ?","qui sur les paroles du ciel doit mettre entre ses mains la princesse ériphile. ce prince est averti par moi  et sur la foi de ma prédiction il doit se tenir dans ce petit bois qui borde le rivage."
"mais pour lequel des deux princes au moins dressez-vous tout cet artifice ?"," mais sortons de cette grotte je te dirai en marchant toutes les choses qu'il faut bien observer."
"hélas ! quelle est ma destinée, et qu'ai-je fait aux dieux pour mériter les soins qu'ils veulent prendre de moi ?","le voici, madame, que j'ai trouvé, et à vos premiers ordres il n'a pas manqué de me suivre."
"qu'il approche, cléonice, et qu'on nous laisse seuls un moment. sostrate, vous m'aimez ?","moi, madame ?"
"laissons cela sostrate je le sais je l'approuve  et vous permets de me le dire. votre passion a paru à mes yeux accompagnée de tout le mérite qui me la pouvait rendre agréable.","ah ! madame c'en est trop pour un malheureux je ne m'étais pas préparé à mourir avec tant de gloire  et je cesse dans ce moment de me plaindre des destinées. si elles m'ont fait naître dans un rang beaucoup moins élevé que mes désirs"
"si ce n'était le rang où le ciel m'a fait naître je puis vous dire que cette passion n'aurait pas été malheureuse  et que cent fois je lui ai souhaité l'appui d'une fortune qui pût mettre pour elle en pleine liberté les secrets sentiments de mon âme.","elles m'ont fait naître assez heureux pour attirer quelque pitié du cœur d'une grande princesse  et cette pitié glorieuse vaut des sceptres  et des couronnes"
"ce n'est pas sostrate que le mérite seul n'ait à mes yeux tout le prix qu'il doit avoir  et que dans mon cœur je ne préfère les vertus qui sont en vous","vaut la fortune des plus grands princes de la terre. oui madame dès que j'ai osé vous aimer c'est vous madame qui voulez bien que je me serve de ce mot téméraire"
"à tous les titres magnifiques dont les autres sont revêtus. ce n'est pas même que la princesse ma mère ne m'ait assez laissé la disposition de mes vœux  et je ne doute point je vous l'avoue que mes prières n'eussent pu tourner son consentement du côté que j'aurais voulu ","dès que j'ai dis-je osé vous aimer j'ai condamné d'abord l'orgueil de mes désirs je me suis fait moi-même la destinée que je devais attendre. le coup de mon trépas"
" mais il est des états sostrate où il n'est pas honnête de vouloir tout ce qu'on peut faire. il y a des chagrins à se mettre au-dessus de toutes choses  et les bruits fâcheux de la renommée vous font trop acheter le plaisir que l'on trouve à contenter son inclination ","madame n'aura rien qui me surprenne puisque je m'y étais préparé   mais vos bontés le comblent d'un honneur que mon amour ja mais n'eût osé espérer"
