Input,Target
"oui, je le connais : il vient de sortir de chez moi.","monsieur votre serviteur.vous voyez un pauvre garçon au désespoir  ne connaissez-vous pas un médecin qui est arrivé depuis peu en cette ville"
"je me dédonne au diable si je n'y ai été trompé.et comme vous nommez-vous ?","je suis son frère monsieur  nous sommes gémeaux   et comme nous nous ressemblons fort"
"allez je ferai votre paix : je suis de ses amis  et je vous promets de vous remettre avec lui.je lui parlerai d'abord que je le verrai.","narcisse monsieur pour vous rendre service.il faut que vous sachiez qu'étant dans son cabinet j'ai répandu deux fioles d'essence qui étaient sur le bout de sa table"
"allez je ferai votre paix : je suis de ses amis  et je vous promets de vous remettre avec lui.je lui parlerai d'abord que je le verrai.","aussitôt il s'est mis dans une colère si étrange contre moi qu'il m'a mis hors du logis  et ne me veut plus ja mais voir tellement que je suis un pauvre garçon à présent sans appui"
"il faut avouer que quand les malades ne veulent pas suivre l'avis du médecin","je vous serai bien obligé, monsieur gorgibus. sganarelle sort et rentre aussitôt avec sa robe de médecin."
"qu'y a-t-il, monsieur ?est-il question de vous rendre service ?","monsieur le médecin, votre très humble serviteur.je vous demande une grâce."
"c'est un coquin, monsieur gorgibus.","monsieur, je viens de rencontrer monsieur votre frère, qui est tout à fait fâché de..."
"c'est un ivrogne, monsieur gorgibus.","je vous réponds qu'il est tellement contrit de vous avoir mis en colère..."
"qu'on ne m'en parle plus  mais voyez l'impudence de ce coquin-là de vous aller trouver pour faire son accord je vous prie de ne m'en pas parler.","hé !monsieur, vous voulez désespérer ce pauvre garçon ?"
"vous m'en priez avec tant d'insistance que quoique j'eusse fait serment de ne lui pardonner jamais allez touchez là : je lui pardonne.je vous assure que je me fais grande violence","au nom de dieu monsieur le médecin ! et faites cela pour l'amour de moi.si je suis capable de vous obliger en autre chose"
" et qu'il faut que j'aie bien de la complaisance pour vous.adieu","au nom de dieu monsieur le médecin ! et faites cela pour l'amour de moi.si je suis capable de vous obliger en autre chose"
"il faut que j'avoue que je n'eusse jamais cru que sganarelle se fût si bien acquitté de son devoir. sganarelle rentre avec ses habits de valet.","monsieur, votre très humble serviteur ; je m'en vais chercher ce pauvre garçon pour lui apprendre cette bonne nouvelle."
"ah !mon pauvre garçon, que je t'ai d'obligation !que j'ai de joie !et que...","monsieur, votre très humble serviteur ; je m'en vais chercher ce pauvre garçon pour lui apprendre cette bonne nouvelle."
"je vous cherchais partout pour vous dire que j'ai parlé à votre frère : il m'a assuré qu'il vous pardonnait mais pour en être plus assuré","ma foi vous parlez fort à votre aise.gorgibus m'a rencontré   et sans une invention que j'ai trouvée toute la mèche était découverte."
"je veux qu'il vous embrasse en ma présence entrez dans mon logis","ma foi vous parlez fort à votre aise.gorgibus m'a rencontré   et sans une invention que j'ai trouvée toute la mèche était découverte."
"ah !vous demeurerez car je vous enfermerai.je m'en vais à présent chercher votre frère : il sort.","ah !monsieur gorgibus je ne crois pas que vous le trouviez à présent   et puis je ne resterai pas chez vous  je crains trop sa colère."
"ah !ma foi voilà qui est drôle !comme diable on saute ici par les fenêtres !il faut que je demeure ici","ma foi me voilà attrapé ce coup-là  il n'y a plus moyen de m'en échapper.le nuage est fort épais  et j'ai bien peur que s'il vient à crever il ne grêle sur mon dos force coups de bâton"
"ah !ma foi voilà qui est drôle !comme diable on saute ici par les fenêtres !il faut que je demeure ici","ou que par quelque ordonnance plus forte que toutes celles des médecins on m'applique tout au moins un cautère royal sur les épaules.mes affaires vont mal"
"ah !ma foi voilà qui est drôle !comme diable on saute ici par les fenêtres !il faut que je demeure ici"," mais pourquoi se désespérer ?puisque j'ai tant fait poussons la fourbe jusques au bout.oui oui il en faut encore sortir  et faire voir que sganarelle est le roi des fourbes."
"ah !ma foi voilà qui est drôle !comme diable on saute ici par les fenêtres !il faut que je demeure ici","il saute de la fenêtre et s'en va."
"vous vous moquez, monsieur gorgibus : n'est-ce pas assez que je lui pardonne ?je ne le veux jamais voir.","je ne saurais trouver ce médecin ; je ne sais où diable il s'est caché. apercevant sganarelle qui revient en habit de médecin.)"
"vous vous moquez, monsieur gorgibus : n'est-ce pas assez que je lui pardonne ?je ne le veux jamais voir."," mais le voici.monsieur ce n'est pas assez d'avoir pardonné à votre frère  je vous prie pour ma satisfaction de l'embrasser : il est chez moi"
"vous vous moquez, monsieur gorgibus : n'est-ce pas assez que je lui pardonne ?je ne le veux jamais voir."," et je vous cherchais partout pour vous prier de faire c et accord en ma présence."
"je ne vous saurais rien refuser : dites-lui qu'il descende. pendant que gorgibus rentre dans sa maison par la porte, sganarelle y rentre par la fenêtre.","mais, monsieur, pour l'amour de moi."
"monsieur gorgibus je vous prie de le faire venir ici : je vous conjure que ce soit en particulier que je lui demande pardon parce que sans doute il me ferait cent hontes et cent opprobres devant tout le monde.","voilà votre frère qui vous attend là-bas : il m'a promis qu'il fera tout ce que je voudrai."
"gorgibus sort de sa maison par la porte, et sganarelle par la fenêtre.","voilà votre frère qui vous attend là-bas : il m'a promis qu'il fera tout ce que je voudrai."
"il n'y a rien que je ne fasse pour votre satisfaction : vous allez entendre de quelle manière je le vais traiter. à la fenêtre.","oui-da je m'en vais lui dire.monsieur il dit qu'il est honteux  et qu'il vous prie d'entrer afin qu'il vous demande pardon en particulier.voilà la clef"
"ah !te voilà coquin.- monsieur mon frère je vous demande pardon je vous promets qu'il n'y a point de ma faute.- il n'y a point de ta faute","vous pouvez entrer je vous supplie de ne me pas refuser  et de me donner ce contentement."
"pilier de débauche coquin ?va je t'apprendrai à vivre.avoir la hardiesse d'importuner m. gorgibus de lui rompre la tête de tes sottises !- monsieur mon frère...- tais-toi","oui-da je m'en vais lui dire.monsieur il dit qu'il est honteux  et qu'il vous prie d'entrer afin qu'il vous demande pardon en particulier.voilà la clef"
"c'est le médecin et narcisse son frère ; ils avaient quelque différend, et ils font leur accord.","qui diable pensez-vous qui soit chez vous à présent ?"
"ivrogne que tu es je t'apprendrai à vivre.comme il baisse la vue !il voit bien qu'il a failli","le diable emporte !ils ne sont qu'un."
"oui-da, monsieur le médecin, je vous prie de faire paraître votre frère à la fenêtre.","monsieur, dites-lui un peu par plaisir qu'il fasse mettre son frère à la fenêtre."
"monsieur, ne me refusez pas cette grâce, après toutes celles que vous m'avez faites.","il est indigne de la vue des gens d'honneur, et puis je ne le saurais souffrir auprès de moi."
"ma foi, ils ne sont qu'un, et, pour vous le prouver, dites-lui un peu que vous les voulez voir ensemble.","en vérité monsieur gorgibus vous avez un tel pouvoir sur moi que je ne vous puis rien refuser.montre après avoir disparu un moment, il se remontre en habit de valet."
"ma foi, ils ne sont qu'un, et, pour vous le prouver, dites-lui un peu que vous les voulez voir ensemble.","- monsieur gorgibus, je suis votre obligé. il disparaît encore, et reparaît aussitôt en robe de médecin."
"ma foi, ils ne sont qu'un, et, pour vous le prouver, dites-lui un peu que vous les voulez voir ensemble.","hé bien !avez-vous vu cette image de la débauche ?"
"c'est une chose que je refuserais à tout autre qu'à vous :  mais pour vous montrer que je veux tout faire pour l'amour de vous je m'y résous quoique avec peine  et veux auparavant qu'il vous demande pardon de toutes les peines qu'il vous a données.- oui","mais faites-moi la grâce de le faire paraître avec vous, et de l'embrasser devant moi à la fenêtre."
"monsieur gorgibus je vous demande pardon de vous avoir tant importuné  et vous promets mon frère en présence de m. gorgibus que voilà","mais faites-moi la grâce de le faire paraître avec vous, et de l'embrasser devant moi à la fenêtre."
"de faire si bien désormais que vous n'aurez plus lieu de vous plaindre il embrasse son chapeau et sa fraise qu'il a mis au bout de son coude.","mais faites-moi la grâce de le faire paraître avec vous, et de l'embrasser devant moi à la fenêtre."
"ah !par ma foi, il est sorcier.","hé bien !ne les voilà pas tous deux ?"
"il faut que j'aille délivrer ce pauvre garçon ; en vérité, s'il lui a pardonné, ce n'a pas été sans le bien maltraiter. il entre dans sa maison, et en sort avec sganarelle, en habit de valet.","monsieur voilà la clef de votre maison que je vous rends  je n'ai pas voulu que ce coquin soit descendu avec moi parce qu'il me fait honte : je ne voudrais pas qu'on le vît en ma compagnie dans la ville"
"il faut que j'aille délivrer ce pauvre garçon ; en vérité, s'il lui a pardonné, ce n'a pas été sans le bien maltraiter. il entre dans sa maison, et en sort avec sganarelle, en habit de valet.","où je suis en quelque réputation.vous irez le faire sortir quand bon vous semblera. il feint de s'en aller, et, après avoir mis bas sa robe, rentre dans la maison par la fenêtre."
"où pensez-vous que soit à présent le médecin ?","monsieur je vous remercie de la peine que vous avez prise  et de la bonté que vous avez eue :"
"je le tiens sous mon bras.voilà le coquin qui faisait le médecin  et qui vous trompe.cependant qu'il vous trompe  et joue la farce chez vous","il s'en est allé."
"valère et votre fille sont ensemble qui s'en vont à tous les diables.","il s'en est allé."
"monsieur qu'allez-vous faire de me pendre ?écoutez un mot s'il vous plaît : il est vrai que c'est par mon invention que mon maître est avec votre fille","ah !que je suis malheureux !mais tu seras pendu, fourbe, coquin."
" mais en le servant je ne vous ai point désobligé : c'est un parti sortable pour elle tant pour la naissance que pour les biens.croyez-moi ne faites point un vacarme qui tournerait à votre confusion","ah !que je suis malheureux !mais tu seras pendu, fourbe, coquin."
" et envoyez à tous les diables ce coquin-là avec villebrequin.","ah !que je suis malheureux !mais tu seras pendu, fourbe, coquin."
"quoique puisse dire aristote et toute la philosophie il n'est rien d'égal au tabac c'est la passion des honnêtes gens  et qui vit sans tabac n'est pas digne de vivre "," et la raison encore dis-moi je te prie sganarelle qui peut t'inspirer de si mauvais augure ? ton maître t'a-t-il découvert son cœur là-dessus  et t'a t-il dit qu'il eût pour nous quelque froideur qui l'ait obligé à partir ?"
"non seulement il réjouit et purge les cerveaux humains  mais encore il instruit les âmes à la vertu  et leur apprend avec lui à demeurer honnête homme  ne voyez vous pas bien"," et la raison encore dis-moi je te prie sganarelle qui peut t'inspirer de si mauvais augure ? ton maître t'a-t-il découvert son cœur là-dessus  et t'a t-il dit qu'il eût pour nous quelque froideur qui l'ait obligé à partir ?"
"dès qu'on en prend de quelle manière obligeante on en use avec tout le monde  et comme on est ravi d'en donner à droite  et à gauche partout où l'on se trouve ?"," et la raison encore dis-moi je te prie sganarelle qui peut t'inspirer de si mauvais augure ? ton maître t'a-t-il découvert son cœur là-dessus  et t'a t-il dit qu'il eût pour nous quelque froideur qui l'ait obligé à partir ?"
"on n'attend pas même qu'on en demande  et l'on court au-devant du souhait des gens tant il est vrai que le tabac inspire des sentiments d'honneur"," et la raison encore dis-moi je te prie sganarelle qui peut t'inspirer de si mauvais augure ? ton maître t'a-t-il découvert son cœur là-dessus  et t'a t-il dit qu'il eût pour nous quelque froideur qui l'ait obligé à partir ?"
"et de vertu à tous ceux qui en prennent :  mais c'est assez de cette matière  reprenons notre discours. si bien donc cher gusman que done elvire"," et la raison encore dis-moi je te prie sganarelle qui peut t'inspirer de si mauvais augure ? ton maître t'a-t-il découvert son cœur là-dessus  et t'a t-il dit qu'il eût pour nous quelque froideur qui l'ait obligé à partir ?"
"ta maîtresse surprise de notre départ s'est mise en campagne après   et son cœur que mon maître a su toucher trop fortement n'a pu depuis vivre sans le venir chercher ici "," et la raison encore dis-moi je te prie sganarelle qui peut t'inspirer de si mauvais augure ? ton maître t'a-t-il découvert son cœur là-dessus  et t'a t-il dit qu'il eût pour nous quelque froideur qui l'ait obligé à partir ?"
"veux-tu qu'entre nous je te dise ma pensée j'ai peur qu'elle soit mal payée de son amour que son voyage en cette ville produise peu de fruit  et que vous eussiez autant gagné à ne bouger de là."," et la raison encore dis-moi je te prie sganarelle qui peut t'inspirer de si mauvais augure ? ton maître t'a-t-il découvert son cœur là-dessus  et t'a t-il dit qu'il eût pour nous quelque froideur qui l'ait obligé à partir ?"
"non pas  mais à vue de pays je connais à peu près le train des choses  et sans qu'il m'ait encore rien dit je gagerais presque que l'affaire va là.","quoi ! ce départ si peu prévu serait une infidélité de don juan ! il pourrait faire cette injure aux chastes feux de done elvire !"
"je pourrais peut-être me tromper  mais enfin sur de tels sujets l'expérience m'a donné quelque lumière.","quoi ! ce départ si peu prévu serait une infidélité de don juan ! il pourrait faire cette injure aux chastes feux de done elvire !"
"non, c'est qu'il est trop sûr encore qu'il n'a pas le courage.","un homme de sa qualité ferait une action si lâche."
"eh ! oui, sa qualité, la raison en est belle, et c'est par là qu'il s'empêcherait des choses.","mais les saints nœuds du mariage le tiennent engagé."
"eh ! mon pauvre gusman, mon ami, tu ne sais pas encore, crois-moi, quel homme c'est don juan.","je ne sais pas de vrai quel homme il peut être s'il faut qu'il nous ait fait cette perfidie  et je ne comprends point comme après tant d'amour  et tant d'impatience témoignée"
"eh ! mon pauvre gusman, mon ami, tu ne sais pas encore, crois-moi, quel homme c'est don juan.","tant d'hommages pressants de vœux de soupirs  et de larmes tant de lettres passionnées de protestations ardentes et de serments réitérés tant de transports enfin"
"eh ! mon pauvre gusman, mon ami, tu ne sais pas encore, crois-moi, quel homme c'est don juan."," et tant d'emportements qu'il a fait paraître jusques à forcer dans sa passion l'obstacle sacré d'un convent pour mettre done elvire en sa puissance je ne comprends pas dis-je comme après tout cela il aurait le cœur de pouvoir manquer à sa parole."
"je n'ai pas grande peine à le comprendre moi  et si tu connaissais le pèlerin tu trouverais la chose assez facile pour lui je ne dis pas qu'il ait changé de sentiments pour done elvire","quel homme te parlait là ? il a bien de l'air, ce me semble, du bon gusman de done elvire."
"je n'en ai point de certitude encore tu sais que par son ordre je partis avant lui  et depuis son arrivée il ne m'a point entretenu   mais par précaution je t'apprends *inter nos*","quel homme te parlait là ? il a bien de l'air, ce me semble, du bon gusman de done elvire."
"que tu vois en don juan mon maître le plus grand scélérat que la terre ait ja mais porté un enragé un chien un diable un turc un hérétique qui ne croit ni ciel ni saint","quel homme te parlait là ? il a bien de l'air, ce me semble, du bon gusman de done elvire."
"ni dieu ni loup-garou qui passe cette vie en véritable bête brute en pourceau d'épicure en vrai sardanapale ferme l'oreille à toutes les remontrances chrétiennes qu'on lui peut faire","quel homme te parlait là ? il a bien de l'air, ce me semble, du bon gusman de done elvire."
" et traite de billevesées tout ce que nous croyons  tu me dis qu'il a épousé ta maitresse crois qu'il aurait plus fait pour contenter sa passion  et qu'avec elle il aurait encore épousé toi","quel homme te parlait là ? il a bien de l'air, ce me semble, du bon gusman de done elvire."
"son chien et son chat  un mariage ne lui coûte rien à contracter il ne se sert point d'autre piège pour attraper les belles  et c'est un épouseur à toutes mains","quel homme te parlait là ? il a bien de l'air, ce me semble, du bon gusman de done elvire."
"dame damoiselle bourgeoise paysanne  il ne trouve rien de trop chaud ni de trop froid pour lui  et si je te disais le nom de toutes celles qu'il a épousées en divers lieux","quel homme te parlait là ? il a bien de l'air, ce me semble, du bon gusman de done elvire."
"ce serait un chapitre à durer jusques au soir tu demeures surpris  et changes de couleur à ce discours ce n'est là qu'une ébauche du personnage ","quel homme te parlait là ? il a bien de l'air, ce me semble, du bon gusman de done elvire."
" et pour en achever le portrait il faudrait bien d'autres coups de pinceau : suffit qu'il faut que le courroux du ciel l'accable quelque jour","quel homme te parlait là ? il a bien de l'air, ce me semble, du bon gusman de done elvire."
"qu'il me vaudrait bien mieux d'être au diable qu'à lui  et qu'il me fait voir tant d'horreurs que je souhaiterais qu'il fût déjà je ne sais où. c'est une chose terrible il faut que je lui sois fidèle en dépit que j'en aie ","quel homme te parlait là ? il a bien de l'air, ce me semble, du bon gusman de done elvire."
"la crainte en moi fait l'office du zèle bride mes sentiments  et me réduit à la complaisance d'applaudir bien souvent à ce que mon âme déteste","quel homme te parlait là ? il a bien de l'air, ce me semble, du bon gusman de done elvire."
"le voila qui vient se promener dans ce palais séparons nous  écoute au moins je te fais confidence avec grande franchise  et cela m'est sorti un peu bien vite de la bouche ","quel homme te parlait là ? il a bien de l'air, ce me semble, du bon gusman de done elvire."
" mais s'il fallait qu'il en vînt quelque chose à ses oreilles","quel homme te parlait là ? il a bien de l'air, ce me semble, du bon gusman de done elvire."
"c'est quelque chose aussi à peu près comme cela.","quoi, c'est lui !"
"lui-même.","et depuis quand est-il en cette ville ?"
"d'hier au soir.","et quel sujet l'amène ?"
"je crois que vous jugez assez ce qui peut l'inquiéter.","notre départ sans doute."
"le bon homme en est tout mortifié, et m'en demandait le sujet","et quelle réponse as-tu faite ?"
"que vous ne m'en aviez rien dit.","mais encore, quelle est ta pensée là-dessus, que t'imagines-tu de cette affaire ?"
"moi ? je crois, sans vous faire tort, que vous avez quelque nouvel amour en tête.","tu le crois ?"
"oui.","ma foi tu ne te trompes pas, et je dois t'avouer qu'un autre objet a chassé done elvire, de ma pensée."
"eh mon dieu ! je sais mon don juan sur le bout du doigt  et connais votre cœur pour le plus grand coureur du monde  il se plaît à se promener de lieux en lieux  et n'aime point à demeurer en place.","et ne trouves-tu pas que j'ai raison d'en user de la sorte ?"
"eh monsieur.","quoi ? parle."
"assurément que vous avez raison si vous le voulez. on ne peut pas aller là contre   mais si vous ne le vouliez pas ce serait peut-être une autre affaire.","et bien, je te donne la liberté de parler, et de me dire tes sentiments."
"en ce cas monsieur je vous dirai franchement que je n'approuve point votre méthode  et que je trouve fort vilain d'aimer de tous côtés comme vous faites.","quoi ? tu veux qu'on se lie à demeurer au premier obj et qui nous prend qu'on renonce au monde pour lui  et qu'on n'ait plus d'yeux pour personne "
"en ce cas monsieur je vous dirai franchement que je n'approuve point votre méthode  et que je trouve fort vilain d'aimer de tous côtés comme vous faites.","la belle chose de vouloir se piquer d'un faux honneur d'être fidèle de s'ensevelir pour toujours dans une passion  et d'être mort dès sa jeunesse pour toutes les autres beautés qui nous peuvent frapper les yeux "
"en ce cas monsieur je vous dirai franchement que je n'approuve point votre méthode  et que je trouve fort vilain d'aimer de tous côtés comme vous faites.","non non la constance n'est bonne que pour des ridicules : toutes les belles ont droit de nous charmer  et l'avantage d'être rencontrée la première ne doit point dérober aux autres les justes prétentions qu'elles ont toutes sur nos cœurs "
"en ce cas monsieur je vous dirai franchement que je n'approuve point votre méthode  et que je trouve fort vilain d'aimer de tous côtés comme vous faites.","pour moi la beauté me ravit partout où je la trouve  et je cède facilement à cette douce violence où elle nous entraine  j'ai beau être engagé l'amour que j'ai pour une belle n'engage point mon âme à faire une injustice aux autres "
"en ce cas monsieur je vous dirai franchement que je n'approuve point votre méthode  et que je trouve fort vilain d'aimer de tous côtés comme vous faites.","je conserve des yeux pour voir le mérite de toutes  et je rends à chacune les hommages  et les tributs où la nature nous oblige quoi qu'il en soit je ne puis refuser mon cœur à tout ce que je vois d'aimable"
"en ce cas monsieur je vous dirai franchement que je n'approuve point votre méthode  et que je trouve fort vilain d'aimer de tous côtés comme vous faites."," et dès qu'un beau visage me le demande si j'en avais dix mille je les donnerais tous : les inclinations naissantes après tout ont des charmes inexplicables"
"en ce cas monsieur je vous dirai franchement que je n'approuve point votre méthode  et que je trouve fort vilain d'aimer de tous côtés comme vous faites."," et tout le plaisir de l'amour est dans le changement : on goûte une douceur extrême à réduire par cent hommages le cœur d'une jeune beauté à voir de jour en jour les petits progrès qu'on fait"
"en ce cas monsieur je vous dirai franchement que je n'approuve point votre méthode  et que je trouve fort vilain d'aimer de tous côtés comme vous faites.","à combattre par des transports par des larmes  et des soupirs l'innocente pudeur d'une âme qui a peine à rendre les armes à forcer pied à pied toutes les petites résistances qu'elle nous oppose"
"en ce cas monsieur je vous dirai franchement que je n'approuve point votre méthode  et que je trouve fort vilain d'aimer de tous côtés comme vous faites.","à vaincre les scrupules dont elle se fait un honneur  et à la mener doucement où nous avons envie de la faire venir   mais lorsqu'on est maître une fois il n'y a plus rien à dire ni rien à souhaiter"
"en ce cas monsieur je vous dirai franchement que je n'approuve point votre méthode  et que je trouve fort vilain d'aimer de tous côtés comme vous faites.","tout le beau de la passion est fini  et nous nous endormons dans la tranquillité d'un tel amour si quelque obj et nouveau ne vient réveiller nos désirs  et présenter à notre cœur les charmes attrayants d'une conquête à faire "
"en ce cas monsieur je vous dirai franchement que je n'approuve point votre méthode  et que je trouve fort vilain d'aimer de tous côtés comme vous faites.","enfin il n'est rien de si doux que de triompher de la résistance d'une belle personne  et j'ai sur ce suj et l'ambition des conquérants qui volent perpétuellement de victoire en victoire"
"en ce cas monsieur je vous dirai franchement que je n'approuve point votre méthode  et que je trouve fort vilain d'aimer de tous côtés comme vous faites."," et ne peuvent point se résoudre à borner leurs souhaits  il n'est rien qui puisse arrêter l'impétuosité de mes désirs je me sens porté à aimer toute la terre  et comme alexandre je souhaiterais qu'il y eût d'autres mondes pour y pouvoir étendre mes conquêtes amoureuses."
"vertu de ma vie, comme vous débitez ; il semble que vous ayez appris par cœur cela, et vous parlez tout comme un livre.","qu'as tu à dire là-dessus."
"ma foi j'ai à dire  et je ne sais que dire car vous tournez les choses d'une manière qu'il semble que vous ayez raison  et cependant il est vrai que vous ne l'avez pas  j'avais les plus belles pensées du monde","tu feras bien."
" et vos discours m'ont brouillé tout cela : laissez faire une autre fois je mettrai mes raisonnements par écrit","tu feras bien."
" mais monsieur cela serait-il de la permission que vous m'avez donnée si je vous disais que je suis tant soit peu scandalisé de la vie que vous menez ?","comment ? quelle vie est-ce que je mène ?"
"fort bonne, mais par exemple je vous vois tous les mois vous marier comme vous faites.","y a-t-il rien de plus agréable ?"
"il est vrai je conçois que cela est fort agréable  et fort divertissant  et je m'en accommoderais assez moi s'il n'y avait point de mal ","va, c'est une affaire entre le ciel et moi, et nous la démêlerons bien ensemble, sans que tu t'en mettes en peine."
"ma foi monsieur j'ai toujours ouï dire que c'est une méchante raillerie que se railler du ciel","holà maître sot, vous savez que je vous ai dit que je n'aime pas les faiseurs de remontrances."
"je ne parle pas aussi à vous dieu m'en garde vous savez ce que vous faites  et si vous ne croyez rien vous avez vos raisons : il y a de certains petits impertinents dans le monde","paix."
"qui sont libertins sans savoir pourquoi qui font les esprits forts parce qu'ils croient que cela leur sied bien  et si j'avais un maître comme cela je lui dirais fort nettement","paix."
"le regardant en face osez-vous bien ainsi vous jouer du ciel  et ne tremblez-vous point de vous moquer comme vous faites des choses les plus saintes c'est bien à vous petit ver de terre","paix."
"petit myrmidon que vous êtes (je parle au maître que j'ai dit) c'est bien à vous à vouloir vous mêler de tourner en raillerie ce que tous les hommes révèrent pensez-vous que pour être de qualité pour avoir une perruque blonde ","paix."
"et bien frisée des plumes à votre chapeau un habit bien doré  et des rubans couleur de feu (ce n'est pas à vous que je parle","paix."
"c'est à l'autre) pensez-vous dis-je que vous en soyez plus habile homme que tout vous soit permis et qu'on n'ose vous dire vos vérités ?","paix."
"apprenez de moi qui suis votre valet que le ciel punit tôt ou tard les impies","paix."
"de quoi est-il question ?","il est question de te dire qu'une jeune beauté me tient au cœur  et qu'entraîné par ses appas je l'ai suivie jusque dans cette ville."
"et n'y craignez-vous rien, monsieur, de la mort de ce commandeur que vous tuâtes il y a six mois ?","et pourquoi craindre ? ne l'ai-je pas bien tué."
"fort bien, le mieux du monde, il aurait tort de s'en plaindre.","j'ai eu ma grâce de cette affaire."
"oui, mais cette grâce n'éteint pas peut-être le ressentiment des parents et des amis et…","ah n'allons point songer au mal qui nous peut arriver  et songeons seulement à ce qui peut nous donner du plaisir : la personne dont je te parle est une jeune fiancée la plus agréable du monde"
"oui, mais cette grâce n'éteint pas peut-être le ressentiment des parents et des amis et…","qui a été conduite ici par celui même qu'elle y vient épouser  et le hasard m'a fait voir le couple d'amants trois ou quatre jours avant leur voyage."
"oui, mais cette grâce n'éteint pas peut-être le ressentiment des parents et des amis et…","ja mais je n'ai vu deux personnes être si contents l'un de l'autre  et faire éclater plus d'amour : la tendresse visible de leurs mutuelles ardeurs me donna de l'émotion"
"oui, mais cette grâce n'éteint pas peut-être le ressentiment des parents et des amis et…","j'en fus frappé au cœur  et mon amour commença par la jalousie  oui je ne pus souffrir d'abord de les voir si bien ensemble le dépit alluma mes désirs"
"oui, mais cette grâce n'éteint pas peut-être le ressentiment des parents et des amis et…"," et je me figurai un plaisir extrême à pouvoir troubler leur intelligence  et rompre c et attachement dont la délicatesse de mon cœur se tenait offensé "
"oui, mais cette grâce n'éteint pas peut-être le ressentiment des parents et des amis et…"," mais jusqu'ici tous mes efforts ont été inutiles  et j'ai recours au dernier remède  c et époux prétendu doit aujourd'hui régaler sa maîtresse d'une promenade sur mer"
"oui, mais cette grâce n'éteint pas peut-être le ressentiment des parents et des amis et…","sans avoir rien dit toutes choses sont préparées pour satisfaire mon amour  et j'ai une petite barque  et des gens avec quoi fort facilement je prétends enlever la belle."
"ah monsieur !","hein."
"c'est fort bien fait à vous, et vous le prenez comme il faut, il n'est rien tel en ce monde que de se contenter.","prépare-toi donc à venir avec moi  et prends soin toi-même d'apporter toutes mes armes afin que… ah rencontre fâcheuse !"
"monsieur vous ne me l'aviez pas demandé.","est-elle folle de n'avoir pas changé d'habit, et de venir dans ce lieu-ci avec son équipage de campagne ?"
"me feriez-vous la grâce don juan de vouloir bien me reconnaître  et puis-je au moins espérer que vous daigniez tourner le visage de ce côté ?","madame je vous avoue que je suis surpris, et que je ne vous attendais pas ici."
"oui je vois bien que vous ne m'attendiez pas  et vous êtes surpris à la vérité  mais tout autrement que je ne l'espérais  et la manière dont vous le paraissez me persuade pleinement ce que je refusais de croire ","madame, voilà sganarelle qui sait pourquoi je suis parti."
"j'admire ma simplicité  et la faiblesse de mon cœur à douter d'une trahison que tant d'apparences me confirmaient : j'ai été assez bonne je le confesse ou plutôt assez sotte pour vouloir me tromper moi-même","madame, voilà sganarelle qui sait pourquoi je suis parti."
" et travailler à démentir mes yeux  et mon jugement. j'ai cherché des raisons pour excuser à ma tendresse le relâchement d'amitié qu'elle voyait en vous  et je me suis forgé exprès cent sujets légitimes d'un départ si précipité","madame, voilà sganarelle qui sait pourquoi je suis parti."
"pour vous justifier du crime dont ma raison vous accusait. mes justes soupçons chaque jour avaient beau me parler j'en rejetais la voix qui vous rendait criminel à mes yeux","madame, voilà sganarelle qui sait pourquoi je suis parti."
" et j'écoutais avec plaisir mille chimères ridicules qui vous peignaient innocent à mon cœur   mais enfin c et abord ne me perm et plus de douter  et le coup d'œil qui m'a reçue m'apprend bien plus de choses que je ne voudrais en savoir :","madame, voilà sganarelle qui sait pourquoi je suis parti."
"je serai bien aise pourtant d'ouïr de votre bouche les raisons de votre départ. parlez don juan je vous prie  et voyons de quel air vous savez vous justifier.","madame, voilà sganarelle qui sait pourquoi je suis parti."
"oui monsieur, je ne sais rien s'il vous plait.","et bien sganarelle, parlez, il n'importe de quelle bouche j'entende ces raisons."
"allons, parle donc à madame.","que voulez vous que je dise ;"
"approchez, puis qu'on le veut ainsi, et me dites un peu les causes de ce départ si prompt.","tu ne répondras pas ?"
"je n'ai rien à répondre, vous vous moquez de votre serviteur.","veux tu répondre, te dis-je."
"madame.","quoi."
"monsieur.","si…"
"madame les conquérants alexandre  et les autres mondes sont causes de notre départ :","vous plaît-il, don juan, nous éclaircir ces beaux mystères."
"madame, à vous dire la vérité.","ah que vous savez mal vous défendre pour un homme de cour  et qui doit être accoutumé à ces sortes de choses j'ay pitié de vous voir la confusion que vous avez que ne vous armez-vous le front d'une noble effronterie ?"
"madame, à vous dire la vérité.","que ne me jurez vous que vous êtes toujours dans les mêmes sentiments pour moi que vous m'aimez toujours avec une ardeur sans égale  et que rien n'est capable de vous détacher de moi que la mort ?"
"madame, à vous dire la vérité.","que ne me dites vous que des affaires de la dernière conséquence vous ont obligé à partir sans m'en donner avis qu'il faut que malgré vous vous demeuriez ici quelque temps  et que je n'ai qu'à m'en retourner d'où je viens"
"madame, à vous dire la vérité.","assurée que vous suivez mes pas le plus tôt qu'il vous sera possible puisque il est très certain que vous brulez de me rejoindre  et qu'éloigné de moi vous souffrez ce que souffre un corps qui est séparé de son âme "
"madame, à vous dire la vérité.","voilà comme il faut vous défendre  et non pas être interdit comme vous êtes."
