INPUT,TARGET
"Je n’ai que faire, ni d’air, ni de chanson. Je te dis que le mariage est une chose sainte et sacrée, et que c’est faire en honnêtes gens que de débuter par là.","Mon Dieu, que si tout le monde vous ressemblait un Roman serait bientôt fini : la belle chose, que ce serait, si d’abord Cyrus épousait Mandane, et qu’Aronce de plain-pied fût marié à Clélie."
Que me vient conter celle-ci ?,"Mon père, voilà ma cousine, qui vous dira, aussi bien que moi, que le mariage ne doit jamais arriver, qu’après les autres aventures. Il faut qu’un amant, pour être agréable, sache débiter les beaux sentiments ; pousser le doux, le tendre, et le passionné, et que sa recherche soit dans les formes. Premièrement il doit voir au Temple, ou à la promenade, ou dans quelque cérémonie publique la personne dont il devient amoureux ; ou bien être conduit fatalement chez elle, par un parent, ou un ami, et sortir de là tout rêveur et mélancolique. Il cache, un temps, sa passion à l’objet aimé, et cependant lui rend plusieurs visites, où l’on ne manque jamais de mettre sur le tapis une question galante, qui exerce les esprits de l’assemblée. Le jour de la déclaration arrive, qui se doit faire ordinairement dans une allée de quelque jardin, tandis que la compagnie s’est un peu éloignée : et cette déclaration est suivie d’un prompt courroux, qui paraît à notre rougeur, et qui pour un temps bannit l’amant de notre présence. Ensuite il trouve un moyen de nous apaiser ; de nous accoutumer insensiblement au discours de sa passion, et de tirer de nous cet aveu qui fait tant de peine. Après cela viennent les aventures ; les rivaux qui se jettent à la traverse d’une inclination établie, les persécutions des pères, les jalousies conçues sur de fausses apparences, les plaintes, les désespoirs, les enlèvements, et ce qui s’ensuit. Voilà comme les choses se traitent dans les belles manières, et ce sont des règles, dont en bonne galanterie on ne saurait se dispenser ; mais en venir de but en blanc à l’union conjugale ! ne faire l’amour qu’en faisant le contrat du mariage, et prendre justement le Roman par la queue ! Encore un coup mon père, il ne se peut rien de plus Marchand que ce procédé, et j’ai mal au cœur de la seule vision que cela me fait."
Quel diable de jargon entends-je ici ? voici bien du haut style.,"En effet, mon oncle, ma cousine donne dans le vrai de la chose. Le moyen de bien recevoir des gens qui sont tout à fait incongrus en galanterie ? je m’en vais gager qu’ils n’ont jamais vu la carte de tendre, et que billets-doux, petits soins, billets galants, et jolis vers, sont des terres inconnues pour eux. Ne voyez-vous pas que toute leur personne marque cela, et qu’ils n’ont point cet air qui donne d’abord bonne opinion des gens ? venir en visite amoureuse avec une jambe toute unie ; un chapeau désarmé de plumes ; une tête irrégulière en cheveux et un habit qui souffre une indigence de rubans ! mon Dieu, quels amants sont-ce là ! quelle frugalité d’ajustement, et quelle sécheresse de conversation ! on n’y dure point, on n’y tient pas. J’ai remarqué encore que leurs rabats ne sont pas de la bonne faiseuse, et qu’il s’en faut plus d’un grand demi-pied, que leurs hauts-de-chausses, ne soient assez larges."
"Je pense qu’elles sont folles toutes deux, et je ne puis rien comprendre à ce baragouin. Cathos et vous Magdelon...","Eh de grâce, mon père, défaites-vous de ces noms étranges, et nous appelez autrement."
Comment ces noms étranges ? Ne sont-ce pas vos noms de Baptême ?,"Mon Dieu, que vous êtes vulgaire ! pour moi un de mes étonnements, c’est que vous ayez pu faire une fille si spirituelle que moi. A-t-on jamais parlé dans le beau style de Cathos ni de Magdelon ? et ne m’avouerez-vous pas que ce serait assez d’un de ces noms, pour décrier le plus beau Roman du monde ?"
"Il est vrai, mon oncle, qu’une oreille un peu délicate pâtit furieusement à entendre prononcer ces mots-là, et le nom de Polixène, que ma cousine a choisi, et celui d’Aminte, que je me suis donné, ont une grâce, dont il faut que vous demeuriez d’accord.","Écoutez ; il n’y a qu’un mot qui serve. Je n’entends point que vous ayez d’autres noms, que ceux, qui vous ont été donnés par vos parrains et marraines, et pour ces messieurs dont il est question je connais leurs familles et leurs biens, et je veux résolument que vous vous disposiez à les recevoir pour maris. Je me lasse de vous avoir sur les bras, et la garde de deux filles est une charge un peu trop pesante, pour un homme de mon âge."
"Pour moi, mon oncle, tout ce que je vous puis dire c’est que je trouve le mariage une chose tout à fait choquante. Comment est-ce qu’on peut souffrir la pensée de coucher contre un homme vraiment nu ?","Souffrez que nous prenions un peu haleine parmi le beau monde de Paris, où nous ne faisons que d’arriver. Laissez-nous faire à loisir le tissu de notre Roman, et n’en pressez point tant la conclusion."
"Il n’en faut point douter elles sont achevées. Encore un coup, je n’entends rien à toutes ces balivernes, je veux être maître absolu, et pour trancher toutes sortes de discours, ou vous serez mariées toutes deux, avant qu’il soit peu, ou, ma foi, vous serez religieuses, j’en fais un bon serment.","Mon Dieu, ma chère, que ton père a la forme enfoncée dans la matière ! que son intelligence est épaisse, et qu’il fait sombre dans son âme !"
"Que veux-tu, ma chère, j’en suis en confusion pour lui. J’ai peine à me persuader que je puisse être véritablement sa fille, et je crois que quelque aventure, un jour, me viendra développer une naissance plus illustre.","Je le croirais bien oui, il y a toutes les apparences du monde, et pour moi, quand je me regarde aussi…"
"Voilà un laquais, qui demande, si vous êtes au logis, et dit que son maître vous veut venir voir.","Apprenez, sotte, à vous énoncer moins vulgairement. Dites : voilà un nécessaire qui demande, si vous êtes en commodité d’être visibles."
"Dame, je n’entends point le Latin, et je n’ai pas appris, comme vous, la Filofie dans le Grand Cyre.","L’impertinente ! le moyen de souffrir cela ! et qui est-il, le maître de ce laquais ?"
Il me l’a nommé le Marquis de Mascarille.,"Ah ma chère ! un Marquis, oui, allez dire qu’on nous peut voir. C’est sans doute un bel esprit, qui aura ouï parler de nous."
"Assurément, ma chère.","Il faut le recevoir dans cette salle basse, plutôt qu’en notre chambre : ajustons un peu nos cheveux au moins, et soutenons notre réputation. Vite venez nous tendre ici dedans le conseiller des grâces."
"Par ma foi, je ne sais point quelle bête c’est là, il faut parler Chrétien, si vous voulez, que je vous entende.","Apportez-nous le miroir, ignorante que vous êtes. Et gardez-vous bien d’en salir la glace, par la communication de votre image."
"Holà, porteurs, holà. Là, là, là, là, là, là. Je pense que ces marauds-là ont dessein de me briser, à force de heurter contre les murailles, et les pavés.","Dame, c’est que la porte est étroite. Vous avez voulu aussi, que nous soyons entrés jusqu’ici."
"Je le crois bien. Voudriez-vous, faquins, que j’exposasse l’embonpoint de mes plumes aux inclémences de la saison pluvieuse ? et que j’allasse imprimer mes souliers en boue ? Allez ôtez votre chaise d’ici.","Payez-nous donc, s’il vous plaît, monsieur."
Hem ?,"Je dis, monsieur, que vous nous donniez de l’argent, s’il vous plaît."
"Comment, coquin, demander de l’argent à une personne de ma qualité ?","Est-ce ainsi, qu’on paie les pauvres gens ? et votre qualité nous donne-t-elle à dîner ?"
"Ah, ah, ah, je vous apprendrai à vous connaître. Ces canailles-là s’osent jouer à moi.","Çà, payez-nous vitement."
Quoi ?,"Je dis, que je veux avoir de l’argent, tout à l’heure."
Il est raisonnable.,Vite donc.
"Oui-da, tu parles comme il faut, toi ; mais l’autre est un coquin, qui ne sait ce qu’il dit. Tiens, es-tu content ?","Non, je ne suis pas content, vous avez donné un soufflet à mon camarade, et..."
"Doucement, tiens, voilà pour le soufflet. On obtient tout de moi, quand on s’y prend de la bonne façon. Allez, venez me reprendre tantôt, pour aller au Louvre au petit coucher.","Monsieur, voilà mes maîtresses, qui vont venir tout à l’heure."
"Qu’elles ne se pressent point, je suis ici posté commodément, pour attendre.",Les voici.
"Mesdames, vous serez surprises, sans doute, de l’audace de ma visite ; mais votre réputation vous attire cette méchante affaire, et le mérite a, pour moi, des charmes si puissants, que je cours, partout, après lui.","Si vous poursuivez le mérite, ce n’est pas sur nos terres que vous devez chasser."
"Pour voir chez nous le mérite, il a fallu, que vous l’y ayez amené.","Ah je m’inscris en faux contre vos paroles. La Renommé accuse juste, en contant ce que vous valez, et vous allez faire pic, repic et capot, tout ce qu’il y a de galant dans Paris."
"Votre complaisance pousse, un peu trop avant, la libéralité de ces louanges, et nous n’avons garde, ma cousine et moi, de donner de notre sérieux dans le doux de votre flatterie.","Ma chère, il faudrait faire donner des sièges."
"Holà, Almanzor.",Madame.
"Vite, voiturez-nous ici les commodités de la conversation.","Mais au moins, y a-t-il sûreté ici pour moi ?"
Que craignez-vous ?,"Quelque vol de mon cœur, quelque assassinat de ma franchise. Je vois ici des yeux qui ont la mine d’être de fort mauvais garçons, de faire insulte aux libertés, et de traiter une âme de Turc à More. Comment diable, d’abord qu’on les approche, ils se mettent sur leur garde meurtrière ? Ah ! par ma foi je m’en défie, et je m’en vais gagner au pied, ou je veux caution bourgeoise, qu’ils ne me feront point de mal."
"Ma chère, c’est le caractère enjoué.",Je vois bien que c’est un Amilcar.
"Ne craignez rien, nos yeux n’ont point de mauvais desseins, et votre cœur peut dormir en assurance sur leur prud’homie.","Mais de grâce, Monsieur, ne soyez pas inexorable à ce fauteuil qui vous tend les bras il y a un quart d’heure, contentez un peu l’envie qu’il a de vous embrasser."
"Et bien, Mesdames, que dites-vous de Paris ?","Hélas ! qu’en pourrions-nous dire ? Il faudrait être l’antipode de la raison, pour ne pas confesser que Paris est le grand Bureau des merveilles, le centre du bon goût, du bel esprit et de la galanterie."
"Pour moi, je tiens que hors de Paris, il n’y a point de salut pour les honnêtes gens.",C'est une vérité incontestable.
"Il y fait un peu crotté, mais nous avons la Chaise.","Il est vrai que la Chaise est un retranchement merveilleux contre les insultes de la boue, et du mauvais temps."
Vous recevez beaucoup de visites ? Quel bel Esprit est des vôtres ?,"Hélas nous ne sommes pas encore connues ; mais nous sommes en passe de l’être, et nous avons une amie particulière, qui nous a promis d’amener ici tous ces Messieurs du Recueil des Pièces Choisies."
"Et certains autres, qu’on nous a nommés aussi, pour être les arbitres souverains des belles choses.","C’est moi qui ferai votre affaire mieux que personne ; ils me rendent tous visite, et je puis dire que je ne me lève jamais, sans une demi-douzaine de beaux Esprits."
"Eh ! mon Dieu, nous vous serons obligées de la dernière obligation, si vous nous faites cette amitié : car enfin il faut avoir la connaissance de tous ces Messieurs-là, si l’on veut être du beau monde. Ce sont ceux qui donnent le branle à la réputation dans Paris ; et vous savez qu’il y en a tel, dont il ne faut que la seule fréquentation, pour vous donner bruit de connaisseuse, quand il n’y aurait rien autre chose que cela. Mais pour moi ce que je considère particulièrement, c’est que, par le moyen de ces visites spirituelles, on est instruite de cent choses, qu’il faut savoir de nécessité, et qui sont de l’essence d’un bel esprit. On apprend par là, chaque jour, les petites nouvelles galantes ; les jolis commerces de Prose, et de Vers. On sait à point nommé, un tel a composé la plus jolie pièce du monde, sur un tel sujet ; Une telle a fait des paroles sur un tel air ; celui-ci a fait un Madrigal sur une jouissance ; celui-là a composé des Stances sur une infidélité ; Monsieur un tel écrivit hier au soir un Sixain à Mademoiselle une telle, dont elle lui a envoyé la réponse ce matin sur les huit heures ; un tel Auteur a fait un tel dessein ; celui-là en est à la troisième partie de son Roman ; cet autre met ses ouvrages sous la Presse : c'est là ce qui vous fait valoir dans les compagnies ; et si l’on ignore ces choses, je ne donnerais pas un clou de tout l’esprit qu’on peut avoir.","En effet je trouve que c’est renchérir sur le ridicule, qu’une personne se pique d’esprit, et ne sache pas jusqu’au moindre petit Quatrain qui se fait chaque jour ; et pour moi j’aurais toutes les hontes du monde, s’il fallait qu’on vînt à me demander, si j’aurais vu quelque chose de nouveau, que je n’aurais pas vu."
"Il est vrai qu’il est honteux de n’avoir pas des premiers tout ce qui se fait ; mais ne vous mettez pas en peine, je veux établir chez vous une Académie de beaux Esprits, et je vous promets, qu’il ne se fera pas un bout de Vers dans Paris, que vous ne sachiez par cœur avant tous les autres. Pour moi, tel que vous me voyez, je m’en escrime un peu quand je veux, et vous verrez courir de ma façon dans les belles Ruelles de Paris, deux cents Chansons, autant de Sonnets, quatre cents Épigrammes, et plus de mille Madrigaux, sans compter les Énigmes et les Portraits.","Je vous avoue, que je suis furieusement pour les Portraits ; je ne vois rien de si galant que cela."
"Les Portraits sont difficiles, et demandent un esprit profond. Vous en verrez de ma manière, qui ne vous déplairont pas.",Pour moi j’aime terriblement les Énigmes.
"Cela exerce l’esprit, et j’en ai fait quatre encore ce matin, que je vous donnerai à deviner.","Les Madrigaux sont agréables, quand ils sont bien tournés."
"C’est mon talent particulier, et je travaille à mettre en Madrigaux toute l’Histoire Romaine.","Ah ! certes, cela sera du dernier beau, j’en retiens un exemplaire au moins, si vous le faites imprimer."
"Je vous en promets à chacune un, et des mieux reliés. Cela est au-dessous de ma condition ; mais je le fais seule­ment pour donner à gagner aux Libraires, qui me persécutent.",Je m’imagine que le plaisir est grand de se voir imprimé.
"Sans doute ; mais à propos, il faut que je vous die un Impromptu que je fis hier chez une Duchesse de mes amies que je fus visiter ; car je suis diablement fort sur les Impromptus.",L’Impromptu est justement la pierre de touche de l’esprit.
Écoutez donc.,Nous y sommes de toutes nos oreilles.
Ah mon Dieu ! voilà qui est poussé dans le dernier galant.,"Tout ce que je fais a l’air Cavalier, cela ne sent point le Pédant."
Il en est éloigné de plus de deux mille lieues.,"Avez-vous remarqué ce commencement, oh, oh ? voilà qui est extraordinaire, oh, oh.  Comme un homme qui s’avise tout d’un coup oh, oh. La surprise, oh, oh ."
"Oui, je trouve ce oh, oh, admirable.",Il semble que cela ne soit rien.
"Ah, mon Dieu, que dites-vous ! ce sont là de ces sortes de choses qui ne se peuvent payer.","Sans doute, et j’aimerais mieux avoir fait ce oh, oh, qu’un Poème épique."
"Tudieu, vous avez le goût bon.","Eh, je ne l’ai pas tout à fait mauvais."
"Mais n’admirez-vous pas aussi, je n’y prenais pas garde ? je n’y prenais pas garde, je ne m’apercevais pas de cela, façon de parler naturelle, Je n’y prenais pas garde. Tandis que sans songer à mal. Tandis qu’innocemment, sans malice, comme un pauvre mouton, je vous regarde ; c’est-à-dire je m’amuse à vous considérer, je vous observe, je vous contemple. Votre œil en tapinois… Que vous semble de ce mot, Tapinois, n’est-il pas bien choisi ?",Tout à fait bien.
"Tapinois, en cachette, il semble que ce soit un chat qui vienne de prendre une souris. Tapinois.",Il ne se peut rien de mieux.
"Me dérobe mon cœur, me l’emporte, me le ravit. Au voleur, au voleur, au voleur, au voleur. Ne diriez-vous pas que c’est un homme qui crie et court après un voleur pour le faire arrêter, au voleur, au voleur, au voleur, au voleur.","Il faut avouer que cela a un tour spirituel, et galant."
Je veux vous dire l’air que j’ai fait dessus.,Vous avez appris la Musique ?
Moi ? point du tout.,Et comment donc cela se peut-il ?
"Les gens de qualité savent tout, sans avoir jamais rien appris.","Assurément, ma chère."
"Écoutez si vous trouverez l’air à votre goût : hem, hem, la, la, la, la, la. La brutalité de la saison a furieusement outragé la délicatesse de ma voix ; mais il n’importe, c’est à la Cavalière.","Oh, oh, je n’y prenais pas ...."
Ah que voilà un air qui est passionné ! Est-ce qu’on n’en meurt point ?,Il y a de la chromatique-là dedans.
"Ne trouvez-vous pas la pensée bien exprimée dans le chant ? au voleur... Et puis comme si l’on criait bien fort, au, au, au, au, au, au, voleur ; et tout d’un coup comme une personne essoufflée, au voleur.","C'est là savoir le fin des choses, le grand fin, le fin du fin. Tout est merveilleux, je vous assure ; je suis enthousiasmée de l’air, et des paroles."
Je n’ai encore rien vu de cette force-là.,"Tout ce que je fais me vient naturellement, c’est sans étude."
"La Nature vous a traité en vraie mère passionnée, et vous en êtes l’enfant gâté.",À quoi donc passez-vous le temps ?
À rien du tout.,"Nous avons été jusqu’ici, dans un jeûne effroyable de divertissements."
"Je m’offre à vous mener l’un de ces jours à la Comédie, si vous voulez, aussi bien on en doit jouer une nouvelle, que je serai bien aise, que nous voyions ensemble.",Cela n’est pas de refus.
"Mais je vous demande d’applaudir, comme il faut, quand nous serons là. Car je me suis engagé de faire valoir la Pièce, et l’Auteur m’en est venu prier encore ce matin. C’est la coutume ici, qu’à nous autres gens de condition, les Auteurs viennent lire leurs Pièces nouvelles, pour nous engager à les trouver belles, et leur donner de la réputation, et je vous laisse à penser, si quand nous disons quelque chose le parterre ose nous contredire. Pour moi, j’y suis fort exact ; et quand j’ai promis à quelque Poète, je crie toujours, voilà qui est beau, devant que les chandelles soient allumées.","Ne m’en parlez point, c’est un admirable lieu que Paris ; il s’y passe cent choses tous les jours, qu’on ignore dans les Provinces, quelque spirituelle qu’on puisse être."
"C’est assez, puisque nous sommes instruites, nous ferons notre devoir de nous écrier comme il faut sur tout ce qu’on dira.",Je ne sais si je me trompe ; mais vous avez toute la mine d’avoir fait quelque Comédie.
"Eh, il pourrait être quelque chose de ce que vous dites.","Ah, ma foi, il faudra que nous la voyions. Entre nous, j’en ai composé une que je veux faire représenter."
"Hé, à quels Comédiens la donnerez-vous ?","Belle demande ! aux grands Comédiens. Il n’y a qu’eux qui soient capables de faire valoir les choses ; les autres sont des Ignorants, qui récitent comme l’on parle, ils ne savent pas faire ronfler les Vers et s’arrêter au bel endroit ; le moyen de connaître où est le beau Vers, si le Comédien ne s’y arrête et ne vous avertit par là, qu’il faut faire le brouhaha."
"En effet, il y a manière de faire sentir aux Auditeurs les beautés d’un Ouvrage, et les choses ne valent que ce qu’on les fait valoir.",Que vous semble de ma petite-oie ? la trouvez-vous congruante à l’habit ?
Tout à fait.,Le ruban est bien choisi.
Furieusement bien. C’est Perdrigeon tout pur.,Que dites-vous de mes canons ?
Ils ont tout à fait bon air.,Je puis me vanter au moins qu’ils ont un grand quartier plus que tous ceux qu’on fait.
Il faut avouer que je n’ai jamais vu porter si haut l’élégance de l’ajustement.,Attachez un peu sur ces gants la réflexion de votre odorat.
Ils sentent terriblement bon.,Je n’ai jamais respiré une odeur mieux conditionnée.
Et celle-là ?,Elle est tout à fait de qualité ; le sublime en est touché délicieusement.
"Vous ne me dites rien de mes plumes, comment les trouvez-vous ?",Effroyablement belles.
"Savez-vous que le brin me coûte un Louis d’or ? Pour moi j’ai cette manie, de vouloir donner généralement sur tout ce qu’il y a de plus beau.","Je vous assure, que nous sympathisons vous et moi, j’ai une délicatesse furieuse pour tout ce que je porte ; et jusqu’à mes chaussettes, je ne puis rien souffrir qui ne soit de la bonne ouvrière."
"Ahi, ahi, ahi, doucement ; Dieu me damne, Mesdames, c’est fort mal en user ; j’ai à me plaindre de votre procédé ; cela n’est pas honnête.",Qu’est-ce donc ? qu’avez-vous ?
"Quoi, toutes deux contre mon cœur, en même temps ? m’attaquer à droit et à gauche ? ah c’est contre le droit des gens, la partie n’est pas égale, et je m’en vais crier au meurtre.",Il faut avouer qu’il dit les choses d’une manière particulière.
Il a un tour admirable dans l’esprit.,"Vous avez plus de peur que de mal, et votre cœur crie avant qu’on l’écorche."
Comment diable ! il est écorché depuis la tête jusqu’aux pieds.,"Madame, on demande à vous voir."
Qui ?,Le Vicomte de Jodelet.
Le Vicomte de Jodelet ?,"Oui, Monsieur."
Le connaissez-vous ?,C’est mon meilleur Ami.
Faites entrer vitement.,"Il y a quelque temps que nous ne nous sommes vus, et je suis ravi de cette aventure."
Le voici.,Ah Vicomte !
Ah Marquis !,Que je suis aise de te rencontrer !
Que j’ai de joie de te voir ici !,"Baise-moi donc encore un peu, je te prie."
"Ma toute Bonne, nous commençons d’être connues, voilà le beau monde qui prend le chemin de nous venir voir.","Mesdames, agréez que je vous présente ce Gentilhomme-ci. Sur ma parole, il est digne d’être connu de vous."
"Il est juste de venir vous rendre ce qu’on vous doit, et vos attraits exigent leurs droits seigneuriaux sur toutes sortes de personnes.",C’est pousser vos civilités jusqu’aux derniers confins de la flatterie.
"Cette journée doit être marquée dans notre Almanach, comme une journée bienheureuse.","Allons, petit garçon, faut-il toujours vous répéter les choses ? voyez-vous pas qu’il faut le surcroît d’un fauteuil ?"
"Ne vous étonnez pas de voir le Vicomte de la sorte, il ne fait que sortir d’une maladie qui lui a rendu le visage pâle, comme vous le voyez.","Ce sont fruits des veilles de la Cour, et des fatigues de la guerre."
"Savez-vous, Mesdames, que vous voyez dans le Vicomte un des vaillants hommes du siècle ? C’est un brave à trois poils.","Vous ne m’en devez rien, Marquis, et nous savons ce que vous savez faire aussi."
Il est vrai que nous nous sommes vus tous deux dans l’occasion.,Et dans des lieux où il faisait fort chaud.
"Oui, mais non pas si chaud qu’ici. Hay, hay, hay.","Notre connaissance s’est faite à l’armée, et la première fois que nous nous vîmes, il commandait un Régiment de Cavalerie sur les Galères de Malte."
"Il est vrai ; mais vous étiez pourtant dans l’emploi avant que j’y fusse, et je me souviens que je n’étais que petit Officier encore, que vous commandiez deux mille Chevaux.","La Guerre est une belle chose : mais ma foi, la Cour récompense bien mal aujourd’hui les gens de service comme nous."
C’est ce qui fait que je veux pendre l’épée au croc.,Pour moi j’ai un furieux tendre pour les hommes d’épée.
Je les aime aussi : mais je veux que l’Esprit assaisonne la bravoure.,"Te souvient-il, Vicomte, de cette demi-lune, que nous emportâmes sur les ennemis au siège d’Arras ?"
Que veux-tu dire avec ta demi-lune ? c’était bien une lune toute entière.,Je pense que tu as raison.
"Il m’en doit bien souvenir, ma foi : j’y fus blessé à la jambe d’un coup de grenade, dont je porte encore les marques. Tâtez un peu, de grâce, vous sentirez quelque coup, c’était là.",Il est vrai que la cicatrice est grande.
"Donnez-moi un peu votre main, et tâtez celui-ci : là, justement au derrière de la tête. Y êtes-vous ?","Oui, je sens quelque chose."
C’est un coup de mousquet que je reçus la dernière campagne que j’ai faite.,Voici un autre coup qui me perça de part en part à l’attaque de Gravelines.
Je vais vous montrer une furieuse plaie.,"Il n’est pas nécessaire, nous le croyons, sans y regarder."
"Ce sont des marques honorables, qui font voir ce qu’on est.",Nous ne doutons point de ce que vous êtes.
"Vicomte, as-tu là ton Carrosse ?",Pourquoi ?
"Nous mènerions promener ces Dames hors des Portes, et leur donnerions un cadeau.",Nous ne saurions sortir aujourd’hui.
Ayons donc les violons pour danser.,Ma foi c’est bien avisé.
Pour cela nous y consentons ; mais il faut donc quelque surcroît de compagnie.,"Holà Champagne, Picard, Bourguignon, Casquaret, Basque, la Verdure, Lorrain, Provençal, la Violette. Au diable soient tous les Laquais. Je ne pense pas qu’il y ait Gentilhomme en France plus mal servi que moi. Ces canailles me laissent toujours seul."
"Almanzor, dites aux gens de Monsieur, qu’ils aillent quérir des Violons, et nous faites venir ces Messieurs, et ces Dames d’ici près, pour peupler la solitude de notre bal.","Vicomte, que dis-tu de ces yeux ?"
"Mais toi-même, Marquis, que t’en semble ?","Moi, je dis, que nos libertés auront peine à sortir d’ici les braies nettes. Au moins, pour moi, je reçois d’étranges secousses, et mon cœur ne tient plus qu’à un filet."
Que tout ce qu’il dit est naturel ! il tourne les choses le plus agréablement du monde.,"Il est vrai, qu’il fait une furieuse dépense en esprit."
"Pour vous montrer que je suis véritable, je veux faire un impromptu là-dessus.",Eh je vous en conjure de toute la dévotion de mon cœur. Que nous ayons quelque chose qu’on ait fait pour nous.
"J’aurais envie d’en faire autant : mais je me trouve un peu incommodé de la veine Poétique, pour la quantité des saignées que j’y ai faites ces jours passés.","Que Diable est cela ? je fais toujours bien le premier vers : mais j’ai peine à faire les autres. Ma foi, ceci est un peu trop pressé, je vous ferai un impromptu à loisir, que vous trouverez le plus beau du monde."
Il a de l’esprit comme un Démon.,"Et du galant, et du bien tourné."
"Vicomte dis-moi un peu, y a-t-il longtemps, que tu n’as vu la Comtesse ?",Il y a plus de trois semaines que je ne lui ai rendu visite.
"Sais-tu bien que le Duc m’est venu voir ce matin, et m’a voulu mener à la campagne, courir un Cerf, avec lui ?","Voici nos amies, qui viennent."
"Mon Dieu, mes chères, nous vous demandons pardon. Ces Messieurs ont eu fantaisie de nous donner les âmes des pieds, et nous vous avons envoyé quérir pour remplir les vides de notre assemblée.","Vous nous avez obligées, sans doute."
Ce n’est ici qu’un Bal à la hâte ; mais l’un de ces jours nous vous en donnerons un dans les formes. Les Violons sont-ils venus ?,"Oui, Monsieur, ils sont ici."
"Allons donc, mes chères, prenez place.","La, la, la, la, la, la, la, la."
Il a tout à fait la taille élégante.,Et a la mine de danser proprement.
"Ma franchise va danser la courante aussi bien que mes pieds. En cadence, Violons, en cadence. Oh quels ignorants ! il n’y a pas moyen de danser avec eux. Le Diable vous emporte, ne sauriez-vous jouer en mesure ? La, la, la, la, la, la, la, la ? Ferme, ô Violons de village.","Holà, ne pressez pas si fort la cadence, je ne fais que sortir de maladie."
"Ah, ah, Coquins, que faites-vous ici ? il y a trois heures que nous vous cherchons.","Ahy, ahy, ahy, vous ne m’aviez pas dit que les coups en seraient aussi."
"Ahy, ahy, ahy.","C'est bien à vous, infâme que vous êtes, à vouloir faire l’homme d’importance."
Voilà qui vous apprendra à vous connaître.,Que veut donc dire ceci ?
C’est une gageure.,"Quoi, vous laisser battre de la sorte !"
"Mon Dieu, je n’ai pas voulu faire semblant de rien : car je suis violent, et je me serais emporté.","Endurer un affront comme celui-là, en notre présence ?"
"Ce n’est rien, ne laissons pas d’achever. Nous nous connaissons il y a longtemps, et entre amis on ne va pas se piquer, pour si peu de chose.","Ma foi, marauds, vous ne vous rirez pas de nous, je vous promets. Entrez, vous autres."
"Quelle est donc cette audace, de venir nous troubler de la sorte, dans notre maison ?","Comment, mes Dames, nous endurerons que nos laquais soient mieux reçus que nous ? qu’ils viennent vous faire l’amour à nos dépens, et vous donnent le Bal ?"
Vos laquais ?,"Oui, nos laquais, et cela n’est ni beau, ni honnête, de nous les débaucher, comme vous faites."
"Ô ciel, quelle insolence !","Mais ils n’auront pas l’avantage de se servir de nos habits, pour vous donner dans la vue, et si vous les voulez aimer, ce sera, ma foi, pour leurs beaux yeux. Vite qu’on les dépouille sur-le-champ."
Adieu notre braverie.,Voilà le Marquisat et la Vicomté à bas.
"Ha ha, coquins, vous avez l’audace d’aller sur nos brisées. Vous irez chercher autre part de quoi vous rendre agréables aux yeux de vos belles, je vous en assure.","C’est trop que de nous supplanter, et de nous supplanter avec nos propres habits."
"Ô fortune, quelle est ton inconstance !",Vite qu’on leur ôte jusqu’à la moindre chose.
"Qu’on emporte toutes ces hardes, dépêchez. Maintenant, mes Dames, en l’état qu’ils sont, vous pouvez continuer vos amours avec eux, tant qu’il vous plaira, nous vous laissons toute sorte de liberté pour cela, et nous vous protestons, Monsieur, et moi, que nous n’en serons aucunement jaloux.",Ah quelle confusion !
Je crève de dépit.,"Qu’est-ce donc que ceci ? qui nous payera, nous autres ?"
Demandez à Monsieur le Vicomte.,Qui est-ce qui nous donnera de l’argent ?
Demandez à Monsieur le Marquis.,"Ah coquines, que vous êtes, vous nous mettez dans de beaux draps blancs, à ce que je vois, et je viens d’apprendre de belles affaires vraiment, de ces Messieurs, qui sortent."
"Ah ! mon père, c’est une pièce sanglante, qu’ils nous ont faite.","Oui c’est une pièce sanglante ; mais qui est un effet de votre impertinence, infâmes. Ils se sont ressentis du traitement que vous leur avez fait, et cependant, malheureux que je suis, il faut que je boive l’affront."
"Ah, je jure, que nous en serons vengées, ou que je mourrai en la peine. Et vous, marauds, osez-vous vous tenir ici, après votre insolence ?","Traiter comme cela un Marquis ? Voilà ce que c’est que du monde, la moindre disgrâce nous fait mépriser de ceux qui nous chérissaient. Allons, camarade, allons chercher fortune autre part ; je vois bien qu’on n’aime ici, que la vaine apparence, et qu’on n y considère point la vertu toute nue."
"Monsieur nous entendons que vous nous contentiez à leur défaut, pour ce que nous avons joué ici.","Oui, oui, je vous vais contenter, et voici la monnaie, dont je vous veux payer. Et vous, pendardes, je ne sais qui me tient que je ne vous en fasse autant, nous allons servir de fable, et de risée à tout le monde, et voilà ce que vous vous êtes attiré par vos extravagances. Allez vous cacher, vilaines,  allez vous cacher pour jamais. Et vous, qui êtes cause de leur folie, sottes billevesées, pernicieux amusements des esprits oisifs, Romans, Vers, Chansons, Sonnets et Sonnettes, puissiez‑vous être à tous les Diables."
"Mon Dieu, Éraste, gardons d’être surpris ; je tremble qu’on ne nous voie ensemble ; et tout serait perdu, après la défense que l’on m’a faite.","Je regarde de tous côtés, et je n’aperçois rien."
"Aie aussi l’œil au guet, Nérine, et prends bien garde qu’il ne vienne personne.","Reposez-vous sur moi, et dites hardiment ce que vous avez à vous dire."
