Word 1,Word 2
assurance,défense
feux,aveux
obstacle,oracle
colère,considère
simplicité,bonté
estime,légitime
destinée,abandonnée
coeur,noirceur
aimable,misérable
sacrifice,l’injustice
figuré,effaré
langage,bagage
assurément,autrement
mine,cuisine
façon,démon
doute,goutte
démêler,parler
ensuite,visite
empressement,doucement
zèle,s’appelle
dit,suffit
spécifier,papier
pense,connaissance
ceci,éclairci
diable,table
pas,embarras
prenne,entretienne
raisonner,détourner
sommes,hommes
cause,repose
succès,procès
histoire,noire
l’artifice,justice
forfait,fait
abominable,condamnable
rigueur,l’auteur
murmure,l’imposture
rang,franc
empressée,pensée
honnêteté,vérité
imaginaire,adversaire
pardon,bon
vertueux,eux
forge,coupe-gorge
êtes,faites
faites,imputer
imputer,arrêter
détruire,nuire
l’éclat,scélérat
aventure,posture
donné,tourné
craindre,plaindre
fasse,casse
maltraité,postérité
témoignage,âge
coûter,pester
superflus,là-dessus
d’équité,société
dociles,inutiles
ennui,d’autrui
retire,empire
célimène,m’amène
venue,émue
enfin,chagrin
attendre,descendre
assurance,balance
émouvoir,voir
demande,prétende
irrite,mérite
éclaircissements,sentiments
l’autre,vôtre
choisir,désir
m’amène,certaine
longueur,coeur
importune,fortune
préférable...,capable...
désormais,jamais
peine,incertaine
préférence,balance
lumière,visière
témoins,soins
exiger,ménager
étude,d’incertitude
là-dessus,refus
silence,pense
caprice,justice
retient,vient
persécutée,concertée
chaleur,cœur
adressée,pensée
balance,silence
déplaire,affaire
vue,venue
estime,crime
forts,discords
compagnie,calomnie
adouci,ceci
clitandre,tendre
d’obscurité,civilité
instruire,lire
modèle,s’appelle
lieux,glorieux
matière,colère
déchire,m’écrire
d’amour,tour
l’être,connaître
rendez,perdez
flamme,madame
noir,émouvoir
bonheur,d’honneur
querelle,zèle
songer,venger
vanité,flatté
marchandise,éprise
plaindrez,voudrez
confuse,excuse
raisonnable,coupable
traîtresse,tendresse
tendresse,faiblesse
nomme,l’homme
forfaits,traits
faiblesse,jeunesse
mains,humains
esprits,écrits
abhorre,encore
vieillir,m’ensevelir
déteste,reste
outrage,dégage
beauté,sincérité
divers,fers
pensée,embarrassée
m’inquiéter,accepter
contentements,sentiments
d’injustices,vices
écarté,liberté
naissance,préférence
vainqueur,cœur
inspire,d’empire
douter,traiter
poursuite,réduite
reprochait,penchait
d’injustice,sacrifice
castille,fille
lien,mien
place,disgrâce
avantage,d’outrage
s’engage,l’hommage
confus,refus
tyrannisé,autorisé
hommages,suffrages
courroux,nous
jalousie,frénésie
informé,aimé
interprètes,secrètes
rougeur,cœur
puissant,ressent
vainement,aisément
étude,l’habitude
forcer,penser
belles,naturelles
l’émouvoir,apercevoir
amant,fondement
atteinte,plainte
d’alarmes,charmes
charmes,exprimer
exprimer,l’aimer
odieux,injurieux
naissance,offense
moments,amants
noie,joie
remarquer,expliquer
offensée,pensée
courage,témoignage
destinée,hyménée
éclater,s’acquitter
frère,faire
sang,rang
vaillance,reconnaissance
courroux,jaloux
prescrire,elvire
lettre,commettre
amant,attachement
livre,suivre
jeté,diversité
doux,jaloux
inquiétude,rude
m’apprendre,l’attendre
élevé,arrivé
prudence,enfance
l’état,mauregat
sûreté,équité
trames,âmes
renommée,armée
punisseur,ravisseur
espoir,devoir
souci,endurci
m’intéresser,d’annoncer
crimes,légitimes
l’infidélité,dignité
chère,frère
personne,couronne
hommage,l’avantage
d’espoir,voir
droits,exploits
espère,frère
feux,eux
entendre,méprendre
savoir,espoir
ombrage,l’outrage
affreux,feux
caprice,office
croyance,absence
déplaire,soustraire
loi,moi
espoir,choir
m’accable,adorable
grande,l’entende
l’importunité,clarté
vœux,aveux
volontaire,faire
langage,davantage
vous-même,aime
assurer,jurer
téméraire,satisfaire
clarté,bonté
sollicite,mérite
prescrire,empire
croyable,inviolable
divinité,facilité
guerre,tonnerre
faiblesse,promesse
jette,l’inquiète
tempérament,serment
altéré,égaré
nécessaire,d’ordinaire
refuse,m’accuse
satisfaites-vous,jaloux
témoignage,d’ombrage
résistance,violence
pressé,tracé
soumise,lise
violence,l’alliance
empire,inspire
affermie,amie
armer,alarmer
lumière,manière
moments,sentiments
croire,mémoire
grand,prétend
franchement,étonnement
saisie,jalousie
d’entendre,prendre
éprise,surprise
glose,propose
sienne,l’entretienne
suite,conduite
nuit,fruit
faveur,cœur
faire,déplaire
d’eux,fâcheux
confidence,complaisance
succéder,appréhender
surprendre,descendre
équitablement,aveuglement
rapportés,assiduités
sache,cache
n’avance,complaisance
leçons,soupçons
étude,inquiétude
raison,poison
présence,préférence
navarre,déclare
attend,prétend
ressentiment,tremblement
caprice,précipice
guide,solide
permettre,lettre
pitié,moitié
l’une,infortune
rival...,vous...
vous...,à...
à...,grand...
grand...,ce...
ce...,de...
de...,devoirs...
devoirs...,avec...
avec...,ce...
ce...,lon...
lon...,oblige...
oblige...,à...
doucement,ressentiment
dindice,artifice
projets,sujets
parer,murmurer
courage,rage
dire,d’écrire
fantaisie,jalousie
pensez,assez
presse,comtesse
burgos,repos
d’assurer,parjurer
parjure,imposture
mouvement,jugement
soustraits,traits
accoutumée,opprimée
pure,écriture
garant,indifférent
évidente,parente
formé,aimé
loi,soi
supplice,caprice
nullement,moment
lumière,entière
intérêt,arrêt
linstruise,surprise
tracé,laissé
coupable,table
moment,appartement
contestée,restée
essor,léonor
madame,blâme
lire,s’interdire
ravisseurs,douceurs
eux,heureux
injustice,supplice
souhaité,présenté
dédire,lire
fuyez-vous,jaloux
misérable,coupable
puissant,innocent
atteinte,crainte
aimé,alarmé
foudre,poudre
événement,amant
déclarés,assurés
gage,témoignage
espérer,s’assurer
fragile,facile
bontés,témérités
puissance,complaisance
feinte,crainte
mains,dédains
d’empire,dire
s’abaisser,forcer
insigne,digne
pouvoir,d’avoir
apaisé,excusé
cause,expose
déplaire,colère
longueur,cœur
cruelles,mortelles
déclarer,espérer
favorable,misérable
perplexités,bontés
légitime,crime
aversion,affection
bontés,d’indignités
aime,lui-même
offense,vengeance
l’effort,mort
d’absoudre,résoudre
informer,s’alarmer
d’alarme,charme
présenter,écouter
rien,d’entretien
famille,castille
roi,l’effroi
état,mauregat
pouvoir,savoir
déplaire,taire
absolument,commandement
embrasser,penser
faiblesse,princesse
promptement,ressentiment
courage,outrage
chérir,souffrir
irrite,vite
genoux,courroux
l’offense,naissance
causé,apaisé
menace,grâce
colère,espère
sentiment,serment
inspire,dédire
combat,attentat
n’immole,parole
d’obtenir,l’avenir
prépare,navarre
raison,guérison
persécute,rechute
rigoureux,aveux
défiance,offense
charmé,aimé
quoi,moi
ville,difficile
cieux,odieux
aventure,torture
d’injustice,service
liens,siens
capable,redevable
dernière,frère
obstinée,destinée
m’expose,chose
plaindre,contraindre
martyre,pire
atterré,préféré
appas,bras
salutaire,plaire
merveilleux,vœux
fumée,armée
précipité,flatté
m’impute,chute
regarder,demander
ignorer,déclarer
l’équité,infidélité
refus,vertus
l’estime,magnanime
dois,choix
tendresse,comtesse
extrême,diadème
mérite,quitte
sent,innocent
peine,l’entraîne
attraits,souhaits
abattue,tue
malheureux,vœux
idée,possédée
appas,trépas
beauté,liberté
qu’elle,infidèle
consoler,s’égaler
avoir,pouvoir
die,compagnie
visite,instruite
l’honneur,bonheur
fort,tort
pensées,abaissées
élevée,levée
sentiments,déguisements
héroïques,pratiques
conduite,visite
clarté,l’obscurité
entreprise,surprise
garantir,avertir
bouillons,parlons
mieux,lieux
peu,désaveu
héroïque,s’explique
crédit,dit
contrainte,l’atteinte
prétendre,prendre
décevoir,pouvoir
aimé,estimé
m’intéresse,princesse
puissance,récompense
frivole,parole
étalés,attaquée
attaquée,expliquée
soupçonner,donner
plaire,nécessaire
transports,efforts
furie,prie
occasion,confusion
égal,rival
étouffées,trophées
échappé,trompé
valeur,malheur
posée,aisée
secrète,retraite
esprit,prescrit
sortez,remportez
l’espérance,offense
guérir,l’aigrir
défère,colère
pense,offense
considériez,l’excuseriez
passions,réflexions
intelligence,présence
séduit,bruit
revenue,connue
innocence,assurance
peser,s’abuser
déplaisir,saisir
agité,mérité
dire,respire
d’ici,éclairci
confidence,audience
promptement,seulement
sollicite,visite
l’ordonner,l’amener
forte,m’apporte
s’avance,impatience
éclairé,auguré
destinée,donnée
redoutable,véritable
poursuite,fuite
allégresse,princesse
soin,témoin
renvoie,s’emploie
infortuné,abandonné
princesse,presse
tempérament,diversement
m’efforcer,blesser
méthode,s’accommode
ajustements,sentiments
assemble,ressemble
inhumains,desseins
séduit,introduit
l’atteinte,plainte
quitté,infidélité
promptitude,ingratitude
voie,m’octroie
aller,parler
présence,offense
fidèles,mortelles
mortelles,m’accabler
m’accabler,troubler
menace,disgrâce
dire,elvire
gloire,noire
souvent,décevant
occasion,passion
farouche,touche
grâce,audace
outrage,langage
entrouverte,perte
revenu,inconnu
suffisantes,cuisantes
écouté,liberté
audience,patience
aigreur,fureur
l’oreille,pareille
cieux,prodigieux
inconcevable,supportable
rebuter,persécuter
m’exprime,d’estime
l’innocence,apparence
garant,grand
même,aime
respect,suspect
pure,injure
souffrir,d’offrir
d’attention,résolution
délibérer,tirer
déférence,innocence
d’estime,crime
destinée,née
soudain,main
nous,jaloux
l’assurance,naissance
témoignage,outrage
vous-même,suprême
satisfaire,plaire
inventé,déloyauté
étudie,perfidie
amusement,ressentiment
détourner,condamner
fureur,l’horreur
avertir,repentir
l’avantage,rage
irrité,bonté
forcer,m’offenser
satisfait,trait
colère,persévère
consulter,douter
inventée,persécutée
consente,attente
témérité,liberté
prompte,honte
absolu,voulu
mémoire,gloire
serments,châtiments
poudre,résoudre
lieux,furieux
envenimée,animée
violence,offense
erreur,horreur
peine,haine
vœux,fâcheux
fâcheux,seigneur
nécessaire,distraire
précipitant,éclatant
vengée,outragée
attentat,mauregat
audace,menace
conséquence,offense
devoir,désespoir
mauregat,l’éclat
courage,l’avantage
prévenir,obtenir
traître,paraître
douceur,sœur
croyance,récompense
semées,confirmées
prospère,frère
voir,recevoir
jugé,outragé
vante,contente
changement,ressentiment
l’éteindre,plaindre
outragée,engagée
exécuté,sévérité
m’adresse,tendresse
pitoyable,misérable
mériter,prêter
redire,inspire
pâleur,douleur
jette,faite
moments,serments
destinées,enchaînées
moi,roi
violence,naissance
grands,prends
l’étonne,donne
transport,sort
éclatants,j’attends
rare,prépare
choir,devoir
endurer,murmurer
disgrâce,l’audace
odieux,glorieux
prétendre,attendre
désirs,déplaisirs
volé,immolé
résistance,puissance
conserver,braver
vainqueur,rigueur
l’expose,cause
cœur,douleur
sensible,horrible
visage,volage
inconstance,différence
m’excite,mérite
silence,l’intelligence
volage,l’hommage
instamment,moment
oreilles,merveilles
conséquence,reconnaissance
immortel,paternel
hommages,avantages
glorieux,impérieux
m’anime,légitime
m’exposer,tyranniser
occurrence,vaillance
soi-même,aime
généreux,heureux
zélé,immolé
épargné,gagné
savoir,devoir
héroïque,publique
sujet,projet
utile,ville
bras,trépas
conduire,instruire
appris,surpris
conservé,élevé
sincère,père
clartés,vérités
vérités,pensée
pensée,traversée
événement,l’amant
détaché,touché
souveraine,chaîne
ignès,l’excès
misérable,véritable
m’attend,content
d’attendre,apprendre
fidèles,nouvelles
perplexités,beautés
blesse,princesse
causé,excusé
coupable,capable
vain,dédain
l’aventure,pure
croyance,violence
disposer,opposer
gayeté,fermeté
tirer,demeurer
tout-puissant,obéissant
treuve,épreuve
occasions,émotions
atteinte,contrainte
prétendre,descendre
consumée,renommée
courir,mourir
parlé,dévoilé
martyre,désire
détourné,fortuné
favorable,coupable
odieuse,heureuse
raison,pardon
présente,attente
mouvement,sentiment
détachée,touchée
indulgence,l’influence
m’octroie,joie
débats,états
appelle,zèle
mercure,posture
m’engage,nuage
pas,las
qualité,indignité
roulante,nonchalante
fatal,mal
cieux,dieux
guise,sottise
s’agit,dit
obscure,aventure
jours,amours
grandeur,ardeur
venir,fournir
badinage,l’engage
censeurs,douceurs
qu’ailleurs,ardeurs
amoureuse,délicieuse
m’apprête,honnête
moi,l’emploi
affaires,ouverts
ouverts,guères
mercure,figure
tour,amour
puissant,caressant
s’évade,l’ambassade
mène,alcmène
courage,l’engage
mort,port
semble,ressemble
causeur,douceur
s’applique,musique
parler,valet
d’importance,connaissance
prix,effronterie
effronterie,prie
prie,cris
cris,meurtris
meurtris,crie
fanfaronnerie,poltronnerie
insolence,silence
claire,affaire
injures,voudras
voudras,blessures
l’apparence,puissance
berger,étranger
action,question
maître,repartie
voix,sois
d’accord,mort
publique,unique
j’aime,extrême
vous,époux
époux,doux
amant,franchement
cœurs,faveurs
délicatesse,blesse
langage,sage
dieux,précieux
chéri,mari
voiles,étoiles
brutale,régale
fariboles,paroles
grâce,face
charme,vacarme
répugnance,licence
méthode,commode
résolution,occasion
suffire,désire
bâton,ton
usité,vérité
sincère,faire
ensuite,peine
alcmène,pleine
ivrognerie,d’esprit
d’esprit,plaisanterie
ressemblantes,pesantes
cerveau,l’eau
mystères,chimères
vie,sosie
dieux,vainqueur
cœur,d’ardeur
demeuré,désiré
vérité,traité
acquitté,malignité
étrange,change
amphitryon,question
mène,certaine
sérieusement,l’amusement
véhémence,violence
l’absence,impatience
passionné,assassiné
tous,jaloux
portés,faussetés
déférence,constance
hyménée,enchaînée
demander,hasarder
fin,vin
mémoire,manière
port,rapport
veille,pareille
t’aviser,baiser
réparé,séparé
outrage,sage
abstenir,provenir
fades,malades
caniculaires,sévères
fatal,conjugal
accrochées,empêchées
alcmène,peine
serré,séparé
incroyable,m’accable
cieux,d’odieux
ordonné,passionné
inflexible,invincible
rigueur,l’honneur
être,connaître
coupable,équitable
victime,anime
odieux,prodigieux
yeux,dieux
m’accable,favorable
charmée,l’armée
place,ménage
blesse,allégresse
effets,faits
victoire,croire
mystère,chimère
équitable,véritable
m’inquiète,planète
entendre,t’apprendre
considéré,effaré
contusion,confusion
maître,méconnaître
rajustés,privautés
faite,satisfaite
rendre,m’attendre
semblable,véritable
nécessaire,colère
scélérat,combat
défense,vengeance
résolutions,amphitryons
méconnaître,paraître
deux,hasardeux
l’imposture,l’aventure
être,naître
d’importance,circonstance
m’engage,assemblage
agréable,table
l’irrésolution,amphitryon
d’attendre,rendre
impose,chose
demain,train
vaillantises,prises
supplie,sosie
licence,défense
partage,l’avantage
unique,tyrannique
défends,j’entends
l’adversaire,faire
lieu,dieu
courtoisie,sosie
éclater,jupiter
brûle,d’hercule
douter,jupiter
sentiment,nullement
embarquement,compliment
dire,guerre
sage,âge
cesse,presse
sagesse,jeunesse
charme,désarme
chaîne,prenne
autels,immortels
constamment,jugement
prévenus,vénus
nous,tous
intérêts,traits
raisonnements,moments
cruelle,delle
franchement,jugement
ordinaire,affaire
former,aimer
cœurs,rigueurs
conservée,fiertés
fiertés,cruautés
cruautés,éprouvée
venir,soutenir
avances,bienséances
matière,première
ajustement,nullement
informer,enfermer
moitié,amitié
l’âme,madame
supplices,offices
concurrence,balance
deux,amoureux
fière,manière
sacrifice,injustice
d’outrage,partage
défendre,attendre
demande,j’attende
d’effroi,moi
menée,abandonnée
sœur,cœur
selve,belve
dolore,martire
beltà,crudeltà
innocente,inclemente
fiero,severo
rigor,cor
inaudita,vita
sforza,forza
nature,d’injure
d’injure,faveurs
douleurs,pleurs
elle-même,diadème
adversité,d’insensibilité
occasions,révolutions
frivole,console
raisonnement,accablement
contente,assassinante
habitude,d’étude
sagesse,tendresse
tendresse,l’allégresse
pleurer,réparer
suis,ennuis
lieu,adieu
condamnée,empoisonnée
secourir,mourir
déplaisirs,soupirs
lentendre,attendre
issue,déçue
sincère,espère
d’âmes,flammes
insensibilité,sévérité
cœurs,meurs
étendards,dards
servie,vie
empoisonne,étonne
d’exemples,temples
meurs,rigueurs
matières,dernières
rebelles,fidèles
chercher,rocher
suivre,survivre
larmes,armes
charmant,l’empressement
enchanté,liberté
lois,vois
heureux,voeux
enfance,patience
mère,colère
immortelles,belles
cieux,glorieux
mystère,barbare
pare,rare
appartements,ameublements
frayeurs,fleurs
serpent,suspend
malheurs,meurs
t’emparer,murmurer
soupirer,d’expirer
empire,respire
complaisance,reconnaissance
dangereux,eux
l’injure,usure
châtiment,doucement
punie,vie
bas,d’appas
présence,violence
offense,bienséance
repartir,soupir
doute,route
attendu,entendu
menacés,débarrassés
empressés,adressés
province,prince
suis,puis
séjour,amour
servie,envie
d’autres,séparer
père,imaginaire
accablée,comblée
zéphire,empire
sœurs,douceurs
zéphire,dédire
largesses,caressses
caressses,tendresses
jamais,palais
zéphyrs,soupirs
princesse,d’allégresse
d’allégresse,jeunesse
surprendre,entendre
tendre,rendre
défendre,d’attendre
pleurs,douceurs
espère,mystère
mystère,guère
charmant,amant
concevoir,voir
équipage,étalage
traite,indiscrète
reines,souveraines
exactitude,étude
exécute,rebute
charmer,s’entr’aimer
autels,mortels
révoltés,volontés
témoins,moins
désespère,plaire
porter,d’éviter
empressements,amants
suprême,diadème
est,intérêt
défense,violence
infortunée...,l’hyménée...
nature,d’imposture
richesses,tendresses
suivie,envie
désirs,plaisirs
seigneur,malheur
m’irrite,mérite
commandements,serments
assurance,l’abondance
suprême,j’aime
aveuglement,amant
dire,maître
dédire,empire
choix,rois
rois,voulez-vous
conjure,aventure
taire,satisfaire
suprême,même
courroux,époux
aimiez,charmiez
êtes,quitter
quitter,ôter
plus,disparus
infortuné,condamné
alarmé,allumé
honneurs,suborneurs
désertés,beautés
reporter,présenter
refuser,désabuser
erreur,l’horreur
extravagante,seconde
lui,qu’aujourd’hui
expérience,confiance
tantales,d’intervalles
assouvie,asservie
ressentiments,moments
joie,déploie
moment,amant
crime,ranime
ombres,sombres
fière,entière
courroux,d’époux
dévorée,préparée
vue,disparue
emportés,précipités
oracle,miracle
endurer,adorer
soupire,empire
attire,inspire
justice,malice
supplice,l’artifice
entretenir,souvenir
encore,m’adore
désespérée,décolorée
prévaloir,prévoir
divine,proserpine
amant,tourment
ouverte,perte
malheurs,pleurs
criminel,éternel
cruauté,beauté
amants,ravissements
cœurs,liqueurs
m’arracher,cher
retenir,souvenir
soutien,rien
désolés,violés
violés,ravalés
d’ignominie,punie
volés,charmée
éternels,cruels
suborné,tourné
défiance,vengeance
genoux,doux
mourante,suppliante
charmes,larmes
mort,fort
lasse,passe
flambeau,tombeau
mortelles,elles
rebelles,cruelles
prêtes,conquêtes
confusion,d’union
jamais,paix
charmant,tourment
belle,nouvelle
séjour,tour
sévères,d’affaires
peines,chaînes
quelquefois,lois
s’oublie,folie
amours,secours
faire,nécessaire
mode,incommode
amusements,charmants
charmants,amants
tambours,toujours
toujours,amours
né,assassiné
envie,comédie
misérablement,châtiment
l’affaire,colère
d’écouter,vanter
silence,d’extravagance
brusquement,promptement
l’assemblée,troublée
troublée,redressés
redressés,sensés
extrêmes,nous-mêmes
fous,nous
épaules,rôles
fracas,pas
aise,chaise
spectateurs,acteurs
posé,avisé
monté,éventé
essuyer,tutoyer
l’arrêter,d’écouter
damne,âne
parfait,fait
sommaire,faire
cœur,l’acteur
chance,d’avance
galamment,dénouement
justice,supplice
marché,attaché
tête,honnête
ébranlé,écoulé
sèche,calèche
pair,air
amis,promis
compliment,seulement
recourir,mourir
manière,derrière
arrêté,ajusté
l’embrassade,incartade
précipités,civilités
obstiné,donné
fâcheux,heureux
encore,j’adore
promise,orphise
crimes,aimé
rare,sépare
singulière,poussière
fourré,emparé
terre,serre
déplaire,nécessaire
vient,tient
veux,fâcheux
abattu,penses‐tu
taire,nécessaire
voie,m’envoie
avis,suivis
doux,rendez-vous
propices,supplices
reconnu,venu
chante,courante
passable,considérable
suis,produis
assurément,d’agrément
fins,baladins
surprenne,apprenne
nouvelles,belles
cher,chercher
sympathies,parties
couvrir,souffrir
complaisances,impertinences
côté,agité
inhumaine,haine
aspect,respect
d’allégresse,blesse
plaire,défaire
officieux,lieux
langage,enrage
amant,monument
prière,visière
reculer,appeler
capitan,courtisan
lâcheté,imputé
posture,peinture
l’état,potentat
allée,écartés
écartés,côtés
passé,chassé
prodiguent,fatiguent
étonné,retourné
divertie,partie
saint-bouvain,main
m’accable,diable
public,pic
refaire,faire
malheur,cœur
politique,pique
encor,major
extrême,sixième
roi,d’effroi
uniques,piques
capot,mot
effroyable,croyable
sort,tort
transporte,porte
t’agite,quitte
tonnerre,terre
sommes-nous,fous
impatience,diligence
d’haleine,peine
promptement,charmant
digressions,passions
vœux,cheveux
provinciales,animales
choisir,loisir
opinion,obstination
appelle,querelle
chansons,connaissons
titre...,grâce...
témoignage,désavantage
dernier,premier
suffrage,davantage
climène,haine
anime,crime
aveuglement,éclaircissement
l’apparence,présence
d’enjouement,fondement
amants,emportements
paisibles,infaillibles
intelligence,persévérance
genoux,nous
d’emportement,contentement
quatre,battre
souffrante,trente
déclarer,préférer
défaire,satisfaire
aigrir,souffrir
prie,compagnie
résistance,innocence
chasse,fasse
assortie,partie
suprême,moi-même
j’arrête,tête
relais,frais
rapière,poulinière
jument,compliment
personne,sonne
galeux,merveilleux
prisées,brisées
plaine,haleine
beau,gaveau
matière,considère
nette,droite
court-jointé,vivacité
dire,réduire
semblant,tremblant
crois-moi,roi
pleine,plaine
joyeux,mieux
penser,balancer
ravie,crie
faut,tayaut
l’œil,deuil
différences,connaissances
enrage,personnage
bas,bras
m’assomme,homme
vanté,apporté
tête,bête
d’usage,rage
courant,ignorant
part,campagnard
sévères,colères
désaveu,feu
faveurs,douceurs
près,qu’après
méthode,incommode
facile,ville
m’honore,encore
introduit,bruit
débite,mérite
mérite,instruits
latine,mine
ès,caritidès
dire,lire
emploi,roi
vous-même,extrême
bontés,présentés
nasardes,gardes
endurer,retirer
certaine,mécène
retraite,faite
renom,surnom
d’acrostiche,hémistiche
sain,main
tuileries,rêveries
rêveries,l’entretien
pierre,terre
voilà,fous-là
vaines,pleines
prétentions,millions
monte,compte
inconcevable,faisable
silence,d’importance
l’apprendre,entendre
dire,tire
avisé,aisé
côtes,hautes
dissimuler,appeler
campagne,t’accompagne
enrager,dégager
service,office
aurez,quitterez
l’obtenir,prévenir
d’orphise,autorise
dessein,sein
venger,d’outrager
l’appelle,criminelle
l’immoler,parler
presse,maîtresse
service,justice
générosité,animosité
caprice,injustice
fameux,vœux
j’évite,m’acquitte
merveille,veille
jouir,réjouir
masques,basques
peine,certaine
satisfaire,déplaire
feux,deux
tendrement,traitement
inflexible,sensible
taire,mystère
inimitable,admirable
voie,monnaie
ressemble,ensemble
couleurs,cœurs
langage,ouvrage
rendre,méprendre
illusion,impression
ouvrage,l’image
puissante,violente
enflammer,charmer
heureuse,amoureuse
affermies,amies
usage,avantage
nicandre,attendre
pressez,pensez
d’état,éclat
d’importance,impatience
arrière,manière
ferez,désirez
nicandre,d’entendre
décharger,enrager
d’affaire,m’entendre
tête,fête
remarque,monarque
quoi,roi
parts,regards
plaisantes,reluisantes
miel,ciel
chérie,gueuserie
impertinents,saines
saines,pleines
aspirent,soupirent
langueurs,cœurs
alliance,préférence
feu,aveu
permise,l’autorise
puissance,espérance
d’humanité,fierté
voulons,parlons
âge,mariage
quelquefois,mois
fantaisie,philosophie
profond,confond
qu’enfance,d’innocence
offerte,mélicerte
abus,plus
avance,pense
ajusté,qualité
s’exécute,dispute
chose,dispose
fraîchement,attachement
bête,arrête
main,sein
beau,moineau
joyaux,moineaux
prétendent,demandent
une,fortune
écloses,choses
meilleur,cœur
suffrages,avantages
surprend,grand
m’oppose,chose
attente,contente
beautés,qualités
effroyable,raisonnable
engage,avantage
continue,venue
supérieurs,cœurs
d’autres,nôtres
inégal,mal
l’aime,extrême
l’offense,différence
enchaîné,donné
imaginable,capable
saisir,plaisir
d’entendre,tendre
transports,corps
stelle,nouvelle
orné,daphné
vérité,conté
implacable,considérable
préférer,désespérer
pense,indifférence
d’aimer,informer
destinée,pénée
cœurs,douceurs
agréables,effroyables
souvenue,vue
complaisance,bienveillance
réduit,dit
divinités,volontés
richesse,tristesse
chagrin,matin
silence,impatience
meurs,pleurs
entendre,apprendre
faiblesse,tristesse
rivales,égales
espérer,préférer
belles,qu’elles
chère,bergère
cœur,douceur
secours,toujours
abandonne,donne
ravissement,serment
manière,bergère
bassesse,blesse
m’engage,l’outrage
promptement,emportement
l’enflamme,âme
aimer,alarmer
créance,présence
résoudrez,voudrez
retraite,souhaite
réjouissez,pensez
puissance,persévérance
conjoncture,nature
redevable,insupportable
âge,m’engage
mourir,d’obéir
été,bonté
avancée,pensée
désobéir,revenir
nature,ouverture
porter,contenter
affreux,vœux
amants...,tourments...
volontés,félicités
miracle,obstacle
beauté,transporté
marie,prie
mystérieux,lieux
nicandre,apprendre
apprendre,délivre
délivre,suivre
loin,besoin
s’acquitte,vite
ménage-ci,souci
édifiée,contrariée
haut,pétaut
suivante,impertinente
grand-mère,père
garnement,tourment
discrète,doucette
dort,fort
déplaise,mauvaise
seulement,d’ajustement
frère,révère
époux,nous
humeur,cœur
critique,tyrannique
divertir,consentir
maximes,crimes
zélé,contrôlé
conduire,induire
plat,éclat
scandalise,s’impatronise
souliers,deniers
mieux,pieux
fantaisie,qu’hypocrisie
laurent,garant
dites,visites
visites,hantez
assemblage,voisinage
faire,taire
rempart,égard
innocence,licence
promptement,attachement
couleurs,leurs
ressemblance,l’innocence
partagés,chargés
l’affaire,exemplaire
gens,céans
ardent,défendant
baisser,renoncer
sagesse,faiblesse
inquiétude,prude
vie,d’envie
désirs,plaire
plaire,taire
sage,personnage
envoyé,fourvoyé
conversations,inventions
part,quart
troublées,assemblées
babylone,l’aune
rire,dire
moitié,pied
corneilles,oreilles
aller,quereller
dommage,langage
échauffée,coiffée
sage,courage
hébété,entêté
âme,femme
confident,prudent
assis,six
cède,aide
héros,propos
miracles,oracles
jouir,l’éblouir
garçon,leçon
farouches,mouches
effroyable,diable
venu,tenu
d’amusement,seulement
valère,chère
bonjour,retour
fleurie,prie
soir,concevoir
merveille,vermeille
entière,paupière
sommeiller,veiller
soudain,lendemain
gagnée,saignée
avance,convalescence
parlez,voulez
fin,enfin
profonde,monde
entière,prière
élancements,moments
vite,bénite
l’imitait,était
modestie,partie
reprendre,répandre
retirer,prospérer
zèle,bagatelle
scandaliser,accuser
prière,colère
entiché,prêché
eux,yeux
simagrées,sacrées
peur,cœur
esclaves,braves
conduit,bruit
trace,grimace
distinction,dévotion
sincérité,vérité
petites,limites
souvent,avant
beau-frère,révère
retiré,éclairé
révéré,retiré
science,différence
odieux,spécieux
gré,sacré
soumise,marchandise
dignités,affectés
vices,d’artifices
insolemment,ressentiment
colère,révère
périandre,clitandre
débattu,vertu
insupportable,traitable
actions,corrections
autres,nôtres
d’appui,d’autrui
d’acharnement,seulement
user,proposer
frère,valère
vous,oui
oui,doux
plaira,nécessaire
cherchez-vous,vois
chère,père
mériter,contenter
haute,hôte
répondrez,voudrez
fille,brille
jure,imposture
vérité,arrêté
nouvelle,bagatelle
bagatelle,incroyable
croire,histoire
sage,visage
mamie,supplie
complot,bigot
pense,alliance
révère,misère
l’élever,priver
temporelles,éternelles
moyens,biens
renomme,gentilhomme
vanité,piété
l’innocence,naissance
dévotion,ambition
blesse,noblesse
bienséances,conséquences
front,sont
fidèle,modèle
hait,fait
leçons,chansons
père,valère
enclin,libertin
églises,précises
aperçus,là-dessus
fidèles,tourterelles
viendrez,voudrez
assure,discours
discours,l’encolure
l’emportera,aura
m’aime,vous-même
souffrir,offrir
conscience,alliance
fadaises,taises
assurément,impunément
fête,prête
mot,moi
d’obéissance,déférence
vivre,poursuivre
insensé,repoussé
autrui,lui
l’affaire,plaire
charmant,empêchement
douter,éclater
attente,violente
pas,d’embarras
j’enrage,langage
sornettes,faites
faites,timidité
timidité,fermeté
fieffé,coiffé
arrêtée,imputée
vœux,avantageux
fleuri,mari
discours,secours
époux,plaignez-vous
ville,fertile
bienvenue,l’élue
honorer,espérer
musettes,marionnettes
