,Speaker 1,Speaker 2
137,"Ah ! Monsieur, la Cour.","Achevez, Monsieur Lysidas. Je vois bien que vous voulez dire que la Cour ne se connaît pas à ces choses ; et c’est le refuge ordinaire de vous autres Messieurs les Auteurs, dans le mauvais succès de vos ouvrages, que d’accuser l’injustice du siècle, et le peu de lumière des Courtisans. Sachez, s’il vous plaît, Monsieur Lysidas, que les Courtisans ont d’aussi bons yeux que d’autres ; qu’on peut être habile avec un point de Venise, et des plumes, aussi bien qu’avec une perruque courte, et un petit rabat uni : que la grande épreuve de toutes vos Comédies, c’est le jugement de la Cour ; que c’est son goût qu’il faut étudier pour trouver l’art de réussir ; qu’il n’y a point de lieu où les décisions soient si justes ; et sans mettre en ligne de compte tous les gens savants qui y sont, que du simple bon sens naturel et du commerce de tout le beau monde, on s’y fait une manière d’esprit, qui, sans comparaison, juge plus finement des choses, que tout le savoir enrouillé des Pédants."
138,"Il est vrai que pour peu qu’on y demeure, il vous passe là tous les jours assez de choses devant les yeux, pour acquérir quelque habitude de les connaître, et surtout pour ce qui est de la bonne et mauvaise plaisanterie.","La Cour a quelques ridicules, j’en demeure d’accord, et je suis, comme on voit, le premier à les fronder. Mais, ma foi, il y en a un grand nombre parmi les beaux Esprits de profession ; et si l’on joue quelques Marquis, je trouve qu’il y a bien plus de quoi jouer les Auteurs, et que ce serait une chose plaisante à mettre sur le Théâtre, que leurs grimaces savantes, et leurs raffinements ridicules ; leur vicieuse coutume d’assassiner les gens de leurs ouvrages ; leur friandise de louanges ; leurs ménagements de pensées ; leur trafic de réputation ; et leurs ligues offensives et défensives ; aussi bien que leurs guerres d’esprit, et leurs combats de Prose, et de Vers."
139,"Molière est bien heureux, Monsieur, d’avoir un protecteur aussi chaud que vous. Mais enfin, pour venir au fait, il est question de savoir si sa pièce est bonne, et je m’offre d’y montrer partout cent défauts visibles.","C'est une étrange chose de vous autres Messieurs les Poètes, que vous condamniez toujours les Pièces où tout le monde court, et ne disiez jamais du bien que de celles où personne ne va. Vous montrez pour les unes une haine invincible, et pour les autres une tendresse qui n’est pas concevable."
140,C’est qu’il est généreux de se ranger du côté des affligés.,"Mais de grâce, Monsieur Lysidas, faites-nous voir ces défauts, dont je ne me suis point aperçue."
141,"Ceux qui possèdent Aristote et Horace voient d’abord, Madame, que cette comédie pèche contre toutes les règles de l’art.","Je vous avoue que je n’ai aucune habitude avec ces Messieurs-là, et que je ne sais point les règles de l’art."
142,"Vous êtes de plaisantes gens avec vos règles dont vous embarrassez les ignorants, et nous étourdissez tous les jours. Il semble, à vous ouïr parler, que ces règles de l’art soient les plus grands Mystères du monde, et cependant ce ne sont que quelques observations aisées que le bon sens a faites sur ce qui peut ôter le plaisir que l’on prend à ces sortes de Poèmes ; et le même bon sens qui a fait autrefois ces observations, les fait aisément tous les jours, sans le secours d’Horace et d’Aristote. Je voudrais bien savoir si la grande règle de toutes les règles n’est pas de plaire ; et si une pièce de Théâtre qui a attrapé son but n’a pas suivi un bon chemin. Veut-on que tout un public s’abuse sur ces sortes de choses, et que chacun n’y soit pas juge du plaisir qu’il y prend ?","J’ai remarqué une chose de ces Messieurs-là ; c’est que ceux qui parlent le plus des règles, et qui les savent mieux que les autres, font des Comédies que personne ne trouve belles."
143,"Et c’est ce qui marque, Madame, comme on doit s’arrêter peu à leurs disputes embarrassées. Car enfin, si les pièces qui sont selon les règles ne plaisent pas, et que celles qui plaisent ne soient pas selon les règles, il faudrait de nécessité que les règles eussent été mal faites. Moquons-nous donc de cette chicane où ils veulent assujettir le goût du public, et ne consultons dans une Comédie que l’effet qu’elle fait sur nous. Laissons-nous aller de bonne foi aux choses qui nous prennent par les entrailles, et ne cherchons point de raisonnements pour nous empêcher d’avoir du plaisir.","Pour moi, quand je vois une Comédie, je regarde seulement si les choses me touchent, et lorsque je m’y suis bien divertie, je ne vais point demander si j’ai eu tort, et si les règles d’Aristote me défendaient de rire."
144,"C’est justement comme un homme qui aurait trouvé une sauce, excellente, et qui voudrait examiner si elle est bonne, sur les préceptes du ",Il est vrai ; et j’admire les raffinements de certaines gens sur des choses que nous devons sentir par nous-mêmes.
145,"Vous avez raison Madame, de les trouver étranges tous ces raffinements mystérieux. Car enfin, s’ils ont lieu, nous voilà réduits à ne nous plus croire ; nos propres sens seront esclaves en toutes choses ; et jusques au manger et au boire, nous n’oserons plus trouver rien de bon, sans le congé de messieurs les experts.","Enfin, Monsieur, toute votre raison, c’est que "
146,"Tout beau, Monsieur Lysidas, je ne vous accorde pas cela. Je dis bien que le grand art est de plaire, et que cette Comédie ayant plu à ceux pour qui elle est faite, je trouve que c’est assez pour elle, et qu’elle doit peu se soucier du reste. Mais avec cela, je soutiens qu’elle ne pèche contre aucune des règles dont vous parlez. Je les ai lues, Dieu merci, autant qu’un autre, et je ferais voir aisément que peut-être, n’avons-nous point de pièce au Théâtre plus régulière que celle-là.","Courage, Monsieur Lysidas, nous sommes perdus si vous reculez."
147,"Quoi, Monsieur, la Protase, l’Épitase, et la Péripétie ?…","Ah ! Monsieur Lysidas, vous nous assommez avec vos grands mots. Ne paraissez point si savant, de grâce ; humanisez votre discours, et parlez pour être entendu. Pensez-vous qu’un nom grec donne plus de poids à vos raisons ? Et ne trouveriez-vous pas qu’il fût aussi beau de dire, l’exposition du sujet, que la Protase ; le nœud, que l’Épitase ; et le dénouement, que la Péripétie ?"
148,"Ce sont termes de l’art dont il est permis de se servir. Mais puisque ces mots blessent vos oreilles, je m’expliquerai d’une autre façon, et je vous prie de répondre positivement à trois ou quatre choses que je vais dire. Peut-on souffrir une pièce qui pèche contre le nom propre des pièces de Théâtre ? Car enfin le nom de poème Dramatique vient d’un mot grec, qui signifie agir, pour montrer que la nature de ce poème consiste dans l’action ; et dans cette comédie-ci il ne se passe point d’actions, et tout consiste en des récits que vient faire ou Agnès ou Horace.","Ah, ah, Chevalier."
149,"Voilà qui est spirituellement remarqué, et c’est prendre le fin des choses.","Est-il rien de si peu spirituel, ou, pour mieux dire, rien de si bas, que quelques mots où tout le monde rit, et surtout celui des enfants par l’oreille ?"
150,Fort bien.,Ah !
151,"La Scène du valet et de la servante au dedans de la maison, n’est-elle pas d’une longueur ennuyeuse, et tout à fait impertinente ?",Cela est vrai.
152,Assurément.,Il a raison.
153,"Arnolphe ne donne-t-il pas trop librement son argent à Horace ; et puisque c’est le personnage ridicule de la pièce, fallait-il lui faire faire l’action d’un honnête homme ?","Bon, la remarque est encore bonne."
154,Admirable.,Merveilleuse.
155,"Le sermon, et les Maximes ne sont-elles pas des choses ridicules, et qui choquent, même, le respect que l’on doit à nos mystères ?",C’est bien dit.
156,Voilà parlé comme il faut.,Il ne se peut rien de mieux.
157,"Et ce Monsieur de la Souche, enfin, qu’on nous fait un homme d’esprit, et qui paraît si sérieux en tant d’endroits, ne descend-il point dans quelque chose de trop Comique, et de trop outré au cinquième Acte, lorsqu’il explique à Agnès la violence de son amour avec ces roulements d’yeux extravagants, ces soupirs ridicules, et ces larmes niaises qui font rire tout le monde ?","Morbleu, merveille !"
158,Miracle !,"Vivat, Monsieur Lysidas."
159,Je laisse cent mille autres choses de peur d’être ennuyeux.,"Parbleu, Chevalier, te voilà mal ajusté."
160,Il faut voir.,"Tu as trouvé ton homme, ma foi."
161,Peut-être.,"Réponds, réponds, réponds, réponds."
162,Volontiers. Il…,"Réponds donc, je te prie."
163,Laisse-moi donc faire. Si…,"Parbleu, je te défie de répondre."
164,"Oui, si tu parles toujours.",De grâce écoutons ses raisons.
165,"Premièrement, il n’est pas vrai de dire que toute la pièce n’est qu’en récits. On y voit beaucoup d’actions qui se passent sur la Scène ; et les récits eux-mêmes y sont des actions suivant la constitution du sujet, d’autant qu’ils sont tous faits innocemment, ces récits, à la personne intéressée, qui par là entre à tous coups dans une confusion à réjouir les spectateurs, et prend à chaque nouvelle toutes les mesures qu’il peut pour se parer du malheur qu’il craint.","Pour moi, je trouve que la beauté du sujet de "
166,"Bagatelle, bagatelle.",Faible réponse.
167,Mauvaises raisons.,"Pour ce qui est des enfants par l’oreille, ils ne sont plaisants que par réflexion à Arnolphe ; et l’Auteur n’a pas mis cela pour être de soi un bon mot : mais seulement pour une chose qui caractérise l’homme, et peint d’autant mieux son extravagance, puisqu’il rapporte une sottise triviale qu’a dite Agnès, comme la chose la plus belle du monde et qui lui donne une joie inconcevable."
168,C’est mal répondre.,Cela ne satisfait point.
169,C’est ne rien dire.,"Quant à l’argent qu’il donne librement, outre que la lettre de son meilleur ami lui est une caution suffisante, il n’est pas incompatible qu’une personne soit ridicule en de certaines choses, et honnête homme en d’autres. Et pour la Scène d’Alain et de Georgette dans le logis, que quelques-uns ont trouvée longue et froide, il est certain qu’elle n’est pas sans raison ; et de même qu’Arnolphe se trouve attrapé pendant son voyage, par la pure innocence de sa maîtresse, il demeure au retour longtemps à sa porte par l’innocence de ses valets, afin qu’il soit partout puni par les choses qu’il a cru faire la sûreté de ses précautions."
170,Voilà des raisons qui ne valent rien.,Tout cela ne fait que blanchir.
171,Cela fait pitié.,"Pour le discours moral que vous appelez un sermon, il est certain que de vrais dévots qui l’ont ouï n’ont pas trouvé qu’il choquât ce que vous dites ; et sans doute que ces paroles d’enfer et de chaudières bouillantes sont assez justifiées par l’extravagance d’Arnolphe et par l’innocence de celle à qui il parle. Et quant au transport amoureux du cinquième acte qu’on accuse d’être trop outré et trop comique, je voudrais bien savoir si ce n’est pas faire la satire des amants, et si les honnêtes gens même, et les plus sérieux, en de pareilles occasions, ne font pas des choses ?…"
172,"Ma foi, Chevalier, tu ferais mieux de te taire.","Fort bien. Mais enfin si nous nous regardions nous-mêmes, quand nous sommes bien amoureux ?…"
173,Je ne veux pas seulement t’écouter.,Écoute-moi si tu veux. Est-ce que dans la violence de la passion ?…
174,"La, la, la, la, lare, la, la, la, la, la, la.",Quoi ?…
175,"La, la, la, la, lare, la, la, la, la, la, la.",Je ne sais pas si ?…
176,"La, la, la, la, lare, la, la, la, la, la, la, la.",Il me semble que…
177,"La, la, la, lare, la, la, la, la, la, la, la, la, la, la.","Il se passe des choses assez plaisantes dans notre dispute. Je trouve qu’on en pourrait bien faire une petite Comédie, et que cela ne serait pas trop mal à la queue de "
178,Vous avez raison.,"Parbleu, Chevalier, tu jouerais là-dedans un rôle qui ne te serait pas avantageux."
179,"Il est vrai, Marquis.","Pour moi, je souhaiterais que cela se fît, pourvu qu’on traitât l’affaire comme elle s’est passée."
180,Et moi je fournirais de bon cœur mon personnage.,"Je ne refuserais pas le mien, que je pense."
181,"Puisque chacun en serait content, Chevalier, faites un mémoire de tout, et le donnez à Molière que vous connaissez, pour le mettre en Comédie.","Il n’aurait garde, sans doute, et ce ne serait pas des vers à sa louange."
182,"Point, point ; je connais son humeur ; il ne se soucie pas qu’on fronde ses pièces, pourvu qu’il y vienne du monde.","Oui ; mais quel dénouement pourrait-il trouver à ceci ? Car il ne saurait y avoir ni mariage, ni reconnaissance ; et je ne sais point par où l’on pourrait faire finir la dispute."
183,Il faudrait rêver quelque incident pour cela.,"Madame, on a servi sur table."
184,"Ah ! voilà justement ce qu’il faut pour le dénouement que nous cherchions, et l’on ne peut rien trouver de plus naturel. On disputera fort et ferme de part et d’autre, comme nous avons fait, sans que personne se rende ; un petit laquais viendra dire qu’on a servi ; on se lèvera, et chacun ira souper.","La Comédie ne peut pas mieux finir, et nous ferons bien d’en demeurer là."
